star_name,star_name,Right ascension,Declination,star_distance,star_distance_error_min,star_distance_error_max,source (xml)
Kepler-1305,Kepler-1305,,,1343.0,,,
Kepler-1306,Kepler-1306,,,1130.0,,,
Kepler-1307,Kepler-1307,,,1396.0,,,
Kepler-1308,Kepler-1308,,,73.0,,,
Kepler-1309,Kepler-1309,,,845.0,,,
Kepler-131,Kepler-131,,,,,,
Kepler-1310,Kepler-1310,,,583.0,,,
Kepler-1311,Kepler-1311,,,705.0,,,
Kepler-1312,Kepler-1312,,,305.0,,,
Kepler-1313,Kepler-1313,,,187.0,,,
Kepler-1314,Kepler-1314,,,462.0,,,
Kepler-1315,Kepler-1315,,,505.0,,,
Kepler-1316,Kepler-1316,,,753.0,,,
Kepler-1317,Kepler-1317,,,734.0,,,
Kepler-1318,Kepler-1318,,,475.0,,,
Kepler-1319,Kepler-1319,,,114.0,,,
Kepler-132,Kepler-132,,,,,,
Kepler-1320,Kepler-1320,,,771.0,,,
Kepler-1321,Kepler-1321,,,547.0,,,
Kepler-1322,Kepler-1322,,,1217.0,,,
Kepler-1323,Kepler-1323,,,530.0,,,
Kepler-1324,Kepler-1324,,,522.0,,,
Kepler-1325,Kepler-1325,,,955.0,,,
Kepler-1326,Kepler-1326,,,910.0,,,
Kepler-1327,Kepler-1327,,,688.0,,,
Kepler-1328,Kepler-1328,,,630.0,,,
Kepler-1329,Kepler-1329,,,624.0,,,
Kepler-133,Kepler-133,,,,,,
Kepler-1330,Kepler-1330,,,939.0,,,
Kepler-1331,Kepler-1331,,,365.0,,,
Kepler-1332,Kepler-1332,,,515.0,,,
Kepler-1333,Kepler-1333,,,958.0,,,
Kepler-1334,Kepler-1334,,,1047.0,,,
Kepler-1335,Kepler-1335,,,628.0,,,
Kepler-1336,Kepler-1336,,,822.0,,,
Kepler-1337,Kepler-1337,,,588.0,,,
Kepler-1338,Kepler-1338,,,619.0,,,
Kepler-1339,Kepler-1339,,,267.0,,,
Kepler-134,Kepler-134,,,,,,
Kepler-1340,Kepler-1340,,,1421.0,,,
Kepler-1341,Kepler-1341,,,466.0,,,
Kepler-1342,Kepler-1342,,,941.0,,,
Kepler-1343,Kepler-1343,,,1307.0,,,
Kepler-1344,Kepler-1344,,,851.0,,,
Kepler-1345,Kepler-1345,,,1164.0,,,
Kepler-1346,Kepler-1346,,,1123.0,,,
Kepler-1347,Kepler-1347,,,321.0,,,
Kepler-1348,Kepler-1348,,,1033.0,,,
Kepler-1349,Kepler-1349,,,260.0,,,
Kepler-135,Kepler-135,,,,,,
Kepler-1350,Kepler-1350,,,350.0,,,
Kepler-1351,Kepler-1351,,,241.0,,,
Kepler-1352,Kepler-1352,,,637.0,,,
Kepler-1353,Kepler-1353,,,596.0,,,
Kepler-1354,Kepler-1354,,,1057.0,,,
Kepler-1355,Kepler-1355,,,963.0,,,
Kepler-1356,Kepler-1356,,,881.0,,,
Kepler-1357,Kepler-1357,,,1026.0,,,
Kepler-1358,Kepler-1358,,,558.0,,,
Kepler-1359,Kepler-1359,,,669.0,,,
Kepler-136,Kepler-136,,,,,,
Kepler-1360,Kepler-1360,,,1405.0,,,
Kepler-1361,Kepler-1361,,,404.0,,,
Kepler-1362,Kepler-1362,,,767.0,,,
Kepler-1363,Kepler-1363,,,559.0,,,
Kepler-1364,Kepler-1364,,,1149.0,,,
Kepler-1365,Kepler-1365,,,541.0,,,
Kepler-1366,Kepler-1366,,,395.0,,,
Kepler-1367,Kepler-1367,,,357.0,,,
Kepler-1368,Kepler-1368,,,1750.0,,,
Kepler-1369,Kepler-1369,,,1236.0,,,
Kepler-137,Kepler-137,,,,,,
Kepler-1370,Kepler-1370,,,878.0,,,
Kepler-1371,Kepler-1371,,,450.0,,,
Kepler-1372,Kepler-1372,,,1161.0,,,
Kepler-1373,Kepler-1373,,,1112.0,,,
Kepler-1374,Kepler-1374,,,1135.0,,,
Kepler-1375,Kepler-1375,,,1238.0,,,
Kepler-1376,Kepler-1376,,,864.0,,,
Kepler-1377,Kepler-1377,,,1019.0,,,
Kepler-1378,Kepler-1378,,,562.0,,,
Kepler-1379,Kepler-1379,,,951.0,,,
KOI-314,KOI-314,,,,,,
Kepler-1380,Kepler-1380,,,1209.0,,,
Kepler-1381,Kepler-1381,,,1306.0,,,
Kepler-1382,Kepler-1382,,,730.0,,,
Kepler-1383,Kepler-1383,,,961.0,,,
Kepler-1384,Kepler-1384,,,618.0,,,
Kepler-1385,Kepler-1385,,,527.0,,,
Kepler-1386,Kepler-1386,,,838.0,,,
Kepler-1387,Kepler-1387,,,491.0,,,
Kepler-1388,Kepler-1388,,,492.0,,,
Kepler-1389,Kepler-1389,,,521.0,,,
Kepler-139,Kepler-139,,,,,,
Kepler-1390,Kepler-1390,,,760.0,,,
Kepler-1391,Kepler-1391,,,721.0,,,
Kepler-1392,Kepler-1392,,,1117.0,,,
Kepler-1393,Kepler-1393,,,462.0,,,
Kepler-1394,Kepler-1394,,,820.0,,,
Kepler-1395,Kepler-1395,,,507.0,,,
Kepler-1396,Kepler-1396,,,1236.0,,,
Kepler-1397,Kepler-1397,,,770.0,,,
Kepler-1398,Kepler-1398,,,793.0,,,
Kepler-1399,Kepler-1399,,,1256.0,,,
Kepler-14,Kepler-14,,,980.0,,,
Kepler-140,Kepler-140,,,,,,
Kepler-1400,Kepler-1400,,,879.0,,,
Kepler-1401,Kepler-1401,,,1242.0,,,
Kepler-1402,Kepler-1402,,,681.0,,,
Kepler-1403,Kepler-1403,,,1801.0,,,
Kepler-1404,Kepler-1404,,,946.0,,,
Kepler-1405,Kepler-1405,,,1605.0,,,
Kepler-1406,Kepler-1406,,,587.0,,,
Kepler-1407,Kepler-1407,,,1275.0,,,
Kepler-1408,Kepler-1408,,,426.0,,,
Kepler-1409,Kepler-1409,,,722.0,,,
Kepler-141,Kepler-141,,,,,,
Kepler-1410,Kepler-1410,,,367.0,,,
Kepler-1411,Kepler-1411,,,1431.0,,,
Kepler-1412,Kepler-1412,,,639.0,,,
Kepler-1413,Kepler-1413,,,1162.0,,,
Kepler-1414,Kepler-1414,,,534.0,,,
Kepler-1415,Kepler-1415,,,1066.0,,,
Kepler-1416,Kepler-1416,,,807.0,,,
Kepler-1417,Kepler-1417,,,656.0,,,
Kepler-1418,Kepler-1418,,,499.0,,,
Kepler-1419,Kepler-1419,,,1444.0,,,
Kepler-142,Kepler-142,,,,,,
Kepler-1420,Kepler-1420,,,923.0,,,
Kepler-1421,Kepler-1421,,,675.0,,,
Kepler-1422,Kepler-1422,,,2081.0,,,
Kepler-1423,Kepler-1423,,,449.0,,,
Kepler-1424,Kepler-1424,,,620.0,,,
Kepler-1425,Kepler-1425,,,499.0,,,
Kepler-1426,Kepler-1426,,,1211.0,,,
Kepler-1427,Kepler-1427,,,1220.0,,,
Kepler-1428,Kepler-1428,,,802.0,,,
Kepler-1429,Kepler-1429,,,1156.0,,,
Kepler-143,Kepler-143,,,,,,
Kepler-1430,Kepler-1430,,,541.0,,,
Kepler-1431,Kepler-1431,,,1270.0,,,
Kepler-1432,Kepler-1432,,,1552.0,,,
Kepler-1433,Kepler-1433,,,1328.0,,,
Kepler-1434,Kepler-1434,,,680.0,,,
Kepler-1435,Kepler-1435,,,681.0,,,
Kepler-1436,Kepler-1436,,,1142.0,,,
Kepler-1437,Kepler-1437,,,1182.0,,,
Kepler-1438,Kepler-1438,,,866.0,,,
Kepler-1439,Kepler-1439,,,215.0,,,
Kepler-144,Kepler-144,,,,,,
Kepler-1440,Kepler-1440,,,685.0,,,
Kepler-1441,Kepler-1441,,,751.0,,,
Kepler-1442,Kepler-1442,,,525.0,,,
Kepler-1443,Kepler-1443,,,475.0,,,
Kepler-1444,Kepler-1444,,,340.0,,,
Kepler-1445,Kepler-1445,,,482.0,,,
Kepler-1446,Kepler-1446,,,162.0,,,
Kepler-1447,Kepler-1447,,,871.0,,,
Kepler-1448,Kepler-1448,,,786.0,,,
Kepler-1449,Kepler-1449,,,1321.0,,,
Kepler-145,Kepler-145,,,584.1,17.91,17.91,
Kepler-1450,Kepler-1450,,,490.0,,,
Kepler-1451,Kepler-1451,,,1159.0,,,
Kepler-1452,Kepler-1452,,,974.0,,,
Kepler-1453,Kepler-1453,,,1284.0,,,
Kepler-1454,Kepler-1454,,,795.0,,,
Kepler-1455,Kepler-1455,,,392.0,,,
Kepler-1456,Kepler-1456,,,379.0,,,
Kepler-1457,Kepler-1457,,,728.0,,,
Kepler-1458,Kepler-1458,,,642.0,,,
Kepler-1459,Kepler-1459,,,435.0,,,
Kepler-146,Kepler-146,,,,,,
Kepler-1460,Kepler-1460,,,574.0,,,
Kepler-1461,Kepler-1461,,,752.0,,,
Kepler-1462,Kepler-1462,,,1368.0,,,
Kepler-1463,Kepler-1463,,,1341.0,,,
Kepler-1464,Kepler-1464,,,692.0,,,
Kepler-1465,Kepler-1465,,,350.0,,,
Kepler-1466,Kepler-1466,,,686.0,,,
Kepler-1467,Kepler-1467,,,890.0,,,
Kepler-1468,Kepler-1468,,,1130.0,,,
Kepler-1469,Kepler-1469,,,1255.0,,,
Kepler-147,Kepler-147,,,,,,
Kepler-1470,Kepler-1470,,,569.0,,,
Kepler-1471,Kepler-1471,,,1059.0,,,
Kepler-1472,Kepler-1472,,,1269.0,,,
Kepler-1473,Kepler-1473,,,625.0,,,
Kepler-1474,Kepler-1474,,,1214.0,,,
Kepler-1475,Kepler-1475,,,1714.0,,,
Kepler-1476,Kepler-1476,,,1218.0,,,
Kepler-1477,Kepler-1477,,,525.0,,,
Kepler-1478,Kepler-1478,,,1405.0,,,
Kepler-1479,Kepler-1479,,,619.0,,,
Kepler-148,Kepler-148,,,,,,
Kepler-1480,Kepler-1480,,,540.0,,,
Kepler-1481,Kepler-1481,,,493.0,,,
Kepler-1482,Kepler-1482,,,442.0,,,
Kepler-1483,Kepler-1483,,,1327.0,,,
Kepler-1484,Kepler-1484,,,1095.0,,,
Kepler-1485,Kepler-1485,,,550.0,,,
Kepler-1486,Kepler-1486,,,1465.0,,,
Kepler-1487,Kepler-1487,,,1094.0,,,
Kepler-1488,Kepler-1488,,,618.0,,,
Kepler-1489,Kepler-1489,,,870.0,,,
Kepler-149,Kepler-149,,,,,,
Kepler-1490,Kepler-1490,,,968.0,,,
Kepler-1491,Kepler-1491,,,1312.0,,,
Kepler-1492,Kepler-1492,,,371.0,,,
Kepler-1493,Kepler-1493,,,572.0,,,
Kepler-1494,Kepler-1494,,,1059.0,,,
Kepler-1495,Kepler-1495,,,1307.0,,,
Kepler-1496,Kepler-1496,,,1293.0,,,
Kepler-1497,Kepler-1497,,,1122.0,,,
Kepler-1498,Kepler-1498,,,740.0,,,
Kepler-1499,Kepler-1499,,,310.0,,,
Kepler-15,Kepler-15,,,,,,
Kepler-150,Kepler-150,,,,,,
Kepler-1500,Kepler-1500,,,904.0,,,
Kepler-1501,Kepler-1501,,,888.0,,,
Kepler-1502,Kepler-1502,,,1540.0,,,
Kepler-1503,Kepler-1503,,,850.0,,,
Kepler-1504,Kepler-1504,,,1029.0,,,
Kepler-1505,Kepler-1505,,,359.0,,,
Kepler-1506,Kepler-1506,,,1318.0,,,
Kepler-1507,Kepler-1507,,,342.0,,,
Kepler-1508,Kepler-1508,,,892.0,,,
Kepler-1509,Kepler-1509,,,1277.0,,,
Kepler-151,Kepler-151,,,,,,
Kepler-1510,Kepler-1510,,,1615.0,,,
Kepler-1511,Kepler-1511,,,897.0,,,
Kepler-1512,Kepler-1512,,,162.0,,,
Kepler-1513,Kepler-1513,,,384.0,,,
Kepler-1514,Kepler-1514,,,379.0,,,
Kepler-1515,Kepler-1515,,,504.0,,,
Kepler-1516,Kepler-1516,,,872.0,,,
Kepler-1517,Kepler-1517,,,869.0,,,
Kepler-1518,Kepler-1518,,,1140.0,,,
Kepler-1519,Kepler-1519,,,858.0,,,
Kepler-152,Kepler-152,,,,,,
Kepler-1521,Kepler-1521,,,227.0,,,
Kepler-1522,Kepler-1522,,,690.0,,,
Kepler-1523,Kepler-1523,,,918.0,,,
Kepler-1524,Kepler-1524,,,506.0,,,
Kepler-1525,Kepler-1525,,,396.0,,,
Kepler-1526,Kepler-1526,,,576.0,,,
Kepler-1527,Kepler-1527,,,1560.0,,,
Kepler-1528,Kepler-1528,,,916.0,,,
Kepler-1529,Kepler-1529,,,683.0,,,
Kepler-153,Kepler-153,,,,,,
Kepler-1530,Kepler-1530,,,552.0,,,
Kepler-1531,Kepler-1531,,,670.0,,,
Kepler-1532,Kepler-1532,,,824.0,,,
Kepler-1533,Kepler-1533,,,852.0,,,
Kepler-1534,Kepler-1534,,,1107.0,,,
Kepler-1535,Kepler-1535,,,879.0,,,
Kepler-1536,Kepler-1536,,,401.0,,,
Kepler-1537,Kepler-1537,,,503.0,,,
Kepler-1538,Kepler-1538,,,1291.0,,,
Kepler-1539,Kepler-1539,,,788.0,,,
Kepler-154,Kepler-154,,,,,,
Kepler-1540,Kepler-1540,,,262.0,,,
Kepler-1541,Kepler-1541,,,414.0,,,
Kepler-1542,Kepler-1542,,,336.0,,,
Kepler-1543,Kepler-1543,,,1114.0,,,
Kepler-1544,Kepler-1544,,,349.0,,,
Kepler-1545,Kepler-1545,,,688.0,,,
Kepler-1546,Kepler-1546,,,994.0,,,
Kepler-1547,Kepler-1547,,,665.0,,,
Kepler-1548,Kepler-1548,,,1150.0,,,
Kepler-1549,Kepler-1549,,,792.0,,,
Kepler-155,Kepler-155,,,,,,
Kepler-1550,Kepler-1550,,,1202.0,,,
Kepler-1551,Kepler-1551,,,1560.0,,,
Kepler-1552,Kepler-1552,,,618.0,,,
Kepler-1553,Kepler-1553,,,719.0,,,
Kepler-1554,Kepler-1554,,,982.0,,,
Kepler-1555,Kepler-1555,,,1382.0,,,
Kepler-1556,Kepler-1556,,,1060.0,,,
Kepler-1557,Kepler-1557,,,1532.0,,,
Kepler-1558,Kepler-1558,,,343.0,,,
Kepler-1559,Kepler-1559,,,580.0,,,
Kepler-156,Kepler-156,,,,,,
Kepler-1560,Kepler-1560,,,529.0,,,
Kepler-1561,Kepler-1561,,,993.0,,,
Kepler-1562,Kepler-1562,,,1315.0,,,
Kepler-1563,Kepler-1563,,,547.0,,,
Kepler-1564,Kepler-1564,,,872.0,,,
Kepler-1565,Kepler-1565,,,657.0,,,
Kepler-1566,Kepler-1566,,,511.0,,,
Kepler-1567,Kepler-1567,,,1226.0,,,
Kepler-1568,Kepler-1568,,,883.0,,,
Kepler-1569,Kepler-1569,,,1050.0,,,
Kepler-157,Kepler-157,,,,,,
Kepler-1570,Kepler-1570,,,463.0,,,
Kepler-1571,Kepler-1571,,,802.0,,,
Kepler-1572,Kepler-1572,,,600.0,,,
Kepler-1573,Kepler-1573,,,1180.0,,,
Kepler-1574,Kepler-1574,,,1275.0,,,
Kepler-1575,Kepler-1575,,,1170.0,,,
Kepler-1576,Kepler-1576,,,539.0,,,
Kepler-1577,Kepler-1577,,,543.0,,,
Kepler-1578,Kepler-1578,,,1016.0,,,
Kepler-1579,Kepler-1579,,,466.0,,,
Kepler-158,Kepler-158,,,,,,
Kepler-1580,Kepler-1580,,,872.0,,,
Kepler-1581,Kepler-1581,,,443.0,,,
Kepler-1582,Kepler-1582,,,112.0,,,
Kepler-1583,Kepler-1583,,,357.0,,,
Kepler-1584,Kepler-1584,,,1325.0,,,
Kepler-1585,Kepler-1585,,,1269.0,,,
Kepler-1586,Kepler-1586,,,864.0,,,
Kepler-1587,Kepler-1587,,,907.0,,,
Kepler-1588,Kepler-1588,,,658.0,,,
Kepler-1589,Kepler-1589,,,1418.0,,,
Kepler-159,Kepler-159,,,,,,
Kepler-1590,Kepler-1590,,,900.0,,,
Kepler-1591,Kepler-1591,,,1090.0,,,
Kepler-1592,Kepler-1592,,,1349.0,,,
Kepler-1593,Kepler-1593,,,755.0,,,
Kepler-1594,Kepler-1594,,,1100.0,,,
Kepler-1595,Kepler-1595,,,841.0,,,
Kepler-1596,Kepler-1596,,,1166.0,,,
Kepler-1597,Kepler-1597,,,1255.0,,,
Kepler-1598,Kepler-1598,,,734.0,,,
Kepler-1599,Kepler-1599,,,1004.0,,,
Kepler-16 (AB),Kepler-16 (AB),,,,,,
Kepler-160,Kepler-160,,,,,,
Kepler-1600,Kepler-1600,,,992.0,,,
Kepler-1601,Kepler-1601,,,660.0,,,
Kepler-1602,Kepler-1602,,,815.0,,,
Kepler-1603,Kepler-1603,,,1751.0,,,
Kepler-1604,Kepler-1604,,,562.0,,,
Kepler-1605,Kepler-1605,,,224.0,,,
Kepler-1606,Kepler-1606,,,880.0,,,
Kepler-1607,Kepler-1607,,,735.0,,,
Kepler-1608,Kepler-1608,,,832.0,,,
Kepler-1609,Kepler-1609,,,1483.0,,,
Kepler-161,Kepler-161,,,,,,
Kepler-1610,Kepler-1610,,,1063.0,,,
Kepler-1611,Kepler-1611,,,686.0,,,
Kepler-1612,Kepler-1612,,,837.0,,,
Kepler-1613,Kepler-1613,,,855.0,,,
Kepler-1614,Kepler-1614,,,982.0,,,
Kepler-1615,Kepler-1615,,,940.0,,,
Kepler-1616,Kepler-1616,,,862.0,,,
Kepler-1617,Kepler-1617,,,813.0,,,
Kepler-1618,Kepler-1618,,,1238.0,,,
Kepler-1619,Kepler-1619,,,520.0,,,
Kepler-162,Kepler-162,,,,,,
Kepler-1620,Kepler-1620,,,773.0,,,
Kepler-1621,Kepler-1621,,,1461.0,,,
Kepler-1622,Kepler-1622,,,927.0,,,
Kepler-1623,Kepler-1623,,,986.0,,,
Kepler-1624,Kepler-1624,,,199.0,,,
Kepler-1625,Kepler-1625,,,1213.0,,,
Kepler-1626,Kepler-1626,,,1718.0,,,
Kepler-1627,Kepler-1627,,,311.0,,,
Kepler-1628,Kepler-1628,,,352.0,,,
Kepler-1629,Kepler-1629,,,390.0,,,
Kepler-163,Kepler-163,,,,,,
Kepler-1630,Kepler-1630,,,278.0,,,
Kepler-1631,Kepler-1631,,,1190.0,,,
Kepler-1632,Kepler-1632,,,584.0,,,
Kepler-1633,Kepler-1633,,,811.0,,,
Kepler-1634,Kepler-1634,,,654.0,,,
Kepler-1635,Kepler-1635,,,1084.0,,,
Kepler-1636,Kepler-1636,,,1567.0,,,
Kepler-1637,Kepler-1637,,,506.0,,,
Kepler-1638,Kepler-1638,,,879.0,,,
Kepler-1639,Kepler-1639,,,1168.0,,,
Kepler-164,Kepler-164,,,,,,
Kepler-1640,Kepler-1640,,,1379.0,,,
Kepler-1641,Kepler-1641,,,961.0,,,
Kepler-1642,Kepler-1642,,,447.0,,,
Kepler-1643,Kepler-1643,,,414.0,,,
Kepler-1644,Kepler-1644,,,592.0,,,
Kepler-1645,Kepler-1645,,,844.0,,,
Kepler-1646,Kepler-1646,,,81.0,,,
Kepler-1647 (AB),Kepler-1647 (AB),,,,,,
Kepler-165,Kepler-165,,,,,,
Kepler-166,Kepler-166,,,,,,
Kepler-167,Kepler-167,,,,,,
Kepler-168,Kepler-168,,,,,,
Kepler-169,Kepler-169,,,,,,
Kepler-17,Kepler-17,,,800.0,100.0,100.0,
Kepler-170,Kepler-170,,,,,,
Kepler-171,Kepler-171,,,,,,
Kepler-172,Kepler-172,,,,,,
Kepler-173,Kepler-173,,,,,,
Kepler-174,Kepler-174,,,,,,
Kepler-175,Kepler-175,,,,,,
Kepler-176,Kepler-176,,,,,,
Kepler-177,Kepler-177,,,,,,
Kepler-178,Kepler-178,,,,,,
Kepler-179,Kepler-179,,,,,,
Kepler-18,Kepler-18,,,,,,
Kepler-180,Kepler-180,,,,,,
Kepler-181,Kepler-181,,,,,,
Kepler-182,Kepler-182,,,,,,
Kepler-183,Kepler-183,,,,,,
Kepler-184,Kepler-184,,,,,,
Kepler-185,Kepler-185,,,,,,
Kepler-186,Kepler-186,,,151.0,18.0,18.0,
Kepler-187,Kepler-187,,,,,,
Kepler-188,Kepler-188,,,,,,
Kepler-189,Kepler-189,,,,,,
Kepler-19,Kepler-19,,,,,,
Kepler-190,Kepler-190,,,,,,
Kepler-191,Kepler-191,,,,,,
Kepler-192,Kepler-192,,,,,,
Kepler-193,Kepler-193,,,,,,
Kepler-194,Kepler-194,,,,,,
Kepler-195,Kepler-195,,,,,,
Kepler-196,Kepler-196,,,,,,
Kepler-197,Kepler-197,,,,,,
Kepler-198,Kepler-198,,,,,,
Kepler-199,Kepler-199,,,,,,
Kepler-20,Kepler-20,,,290.0,30.0,30.0,
Kepler-200,Kepler-200,,,,,,
Kepler-201,Kepler-201,,,,,,
Kepler-202,Kepler-202,,,,,,
Kepler-203,Kepler-203,,,,,,
Kepler-204,Kepler-204,,,,,,
Kepler-205,Kepler-205,,,,,,
Kepler-206,Kepler-206,,,,,,
Kepler-207,Kepler-207,,,,,,
Kepler-208,Kepler-208,,,,,,
Kepler-209,Kepler-209,,,,,,
Kepler-21,Kepler-21,,,108.0,19.0,19.0,
Kepler-210,Kepler-210,,,,,,
Kepler-211,Kepler-211,,,,,,
Kepler-212,Kepler-212,,,,,,
Kepler-213,Kepler-213,,,,,,
Kepler-214,Kepler-214,,,,,,
Kepler-215,Kepler-215,,,,,,
Kepler-216,Kepler-216,,,,,,
Kepler-217,Kepler-217,,,,,,
Kepler-218,Kepler-218,,,,,,
Kepler-219,Kepler-219,,,,,,
Kepler-22,Kepler-22,,,190.0,,,
Kepler-220,Kepler-220,,,,,,
Kepler-221,Kepler-221,,,,,,
Kepler-222,Kepler-222,,,,,,
Kepler-223,Kepler-223,,,,,,
Kepler-224,Kepler-224,,,,,,
Kepler-225,Kepler-225,,,,,,
Kepler-226,Kepler-226,,,,,,
Kepler-227,Kepler-227,,,,,,
Kepler-228,Kepler-228,,,,,,
Kepler-229,Kepler-229,,,,,,
Kepler-23,Kepler-23,,,,0.12,0.12,
Kepler-230,Kepler-230,,,,,,
Kepler-231,Kepler-231,,,,,,
Kepler-232,Kepler-232,,,,,,
Kepler-233,Kepler-233,,,,,,
Kepler-234,Kepler-234,,,,,,
Kepler-235,Kepler-235,,,,,,
Kepler-236,Kepler-236,,,,,,
Kepler-237,Kepler-237,,,,,,
Kepler-238,Kepler-238,,,,,,
Kepler-239,Kepler-239,,,,,,
Kepler-24,Kepler-24,,,,,,
Kepler-240,Kepler-240,,,,,,
Kepler-241,Kepler-241,,,,,,
Kepler-242,Kepler-242,,,,,,
Kepler-243,Kepler-243,,,,,,
Kepler-244,Kepler-244,,,,,,
Kepler-245,Kepler-245,,,,,,
Kepler-246,Kepler-246,,,,,,
Kepler-247,Kepler-247,,,,,,
Kepler-248,Kepler-248,,,,,,
Kepler-249,Kepler-249,,,,,,
Kepler-25,Kepler-25,,,,,,
Kepler-250,Kepler-250,,,,,,
Kepler-251,Kepler-251,,,,,,
Kepler-252,Kepler-252,,,,,,
Kepler-253,Kepler-253,,,,,,
Kepler-254,Kepler-254,,,,,,
Kepler-255,Kepler-255,,,,,,
Kepler-256,Kepler-256,,,,,,
Kepler-257,Kepler-257,,,,,,
Kepler-258,Kepler-258,,,,,,
Kepler-259,Kepler-259,,,,,,
Kepler-26,Kepler-26,,,,,,
Kepler-260,Kepler-260,,,,,,
Kepler-261,Kepler-261,,,,,,
Kepler-262,Kepler-262,,,,,,
Kepler-263,Kepler-263,,,,,,
Kepler-264,Kepler-264,,,,,,
Kepler-265,Kepler-265,,,,,,
Kepler-266,Kepler-266,,,,,,
Kepler-267,Kepler-267,,,,,,
Kepler-268,Kepler-268,,,,,,
Kepler-269,Kepler-269,,,,,,
Kepler-27,Kepler-27,,,,,,
Kepler-270,Kepler-270,,,,,,
Kepler-271,Kepler-271,,,,,,
Kepler-272,Kepler-272,,,,,,
Kepler-273,Kepler-273,,,,,,
Kepler-274,Kepler-274,,,,,,
Kepler-275,Kepler-275,,,,,,
Kepler-276,Kepler-276,,,,,,
Kepler-277,Kepler-277,,,,,,
Kepler-278,Kepler-278,,,,,,
Kepler-279,Kepler-279,,,,,,
Kepler-28,Kepler-28,,,,,,
Kepler-280,Kepler-280,,,,,,
Kepler-281,Kepler-281,,,,,,
Kepler-282,Kepler-282,,,,,,
Kepler-283,Kepler-283,,,,,,
Kepler-284,Kepler-284,,,,,,
Kepler-285,Kepler-285,,,,,,
Kepler-286,Kepler-286,,,,,,
Kepler-287,Kepler-287,,,,,,
Kepler-288,Kepler-288,,,,,,
Kepler-289,Kepler-289,,,700.0,14.0,14.0,
Kepler-29,Kepler-29,,,,,,
Kepler-290,Kepler-290,,,,,,
Kepler-291,Kepler-291,,,,,,
Kepler-292,Kepler-292,,,,,,
Kepler-293,Kepler-293,,,,,,
Kepler-294,Kepler-294,,,,,,
Kepler-295,Kepler-295,,,,,,
Kepler-296,Kepler-296,,,,,,
Kepler-297,Kepler-297,,,,,,
Kepler-298,Kepler-298,,,,,,
Kepler-299,Kepler-299,,,,,,
Kepler-30,Kepler-30,,,,,,
Kepler-300,Kepler-300,,,,,,
Kepler-301,Kepler-301,,,,,,
Kepler-302,Kepler-302,,,,,,
Kepler-303,Kepler-303,,,,,,
Kepler-304,Kepler-304,,,,,,
Kepler-305,Kepler-305,,,,,,
Kepler-306,Kepler-306,,,,,,
Kepler-307,Kepler-307,,,,,,
Kepler-308,Kepler-308,,,,,,
Kepler-309,Kepler-309,,,,,,
Kepler-31,Kepler-31,,,,,,
Kepler-310,Kepler-310,,,,,,
Kepler-311,Kepler-311,,,,,,
Kepler-312,Kepler-312,,,,,,
Kepler-313,Kepler-313,,,,,,
Kepler-314,Kepler-314,,,,,,
Kepler-315,Kepler-315,,,,,,
Kepler-316,Kepler-316,,,,,,
Kepler-317,Kepler-317,,,,,,
Kepler-318,Kepler-318,,,,,,
Kepler-319,Kepler-319,,,,,,
Kepler-32,Kepler-32,,,,,,
Kepler-320,Kepler-320,,,,,,
Kepler-321,Kepler-321,,,,,,
Kepler-322,Kepler-322,,,,,,
Kepler-323,Kepler-323,,,,,,
Kepler-324,Kepler-324,,,,,,
Kepler-325,Kepler-325,,,,,,
Kepler-326,Kepler-326,,,,,,
Kepler-327,Kepler-327,,,,,,
Kepler-328,Kepler-328,,,,,,
Kepler-329,Kepler-329,,,,,,
Kepler-33,Kepler-33,,,,,,
Kepler-330,Kepler-330,,,,,,
Kepler-331,Kepler-331,,,,,,
Kepler-332,Kepler-332,,,,,,
Kepler-333,Kepler-333,,,,,,
Kepler-334,Kepler-334,,,,,,
Kepler-335,Kepler-335,,,,,,
Kepler-336,Kepler-336,,,,,,
Kepler-337,Kepler-337,,,,,,
Kepler-338,Kepler-338,,,,,,
Kepler-339,Kepler-339,,,,,,
Kepler-34 (AB),Kepler-34 (AB),,,1499.0,33.0,33.0,
Kepler-340,Kepler-340,,,,,,
Kepler-341,Kepler-341,,,,,,
Kepler-342,Kepler-342,,,,,,
Kepler-343,Kepler-343,,,,,,
Kepler-344,Kepler-344,,,,,,
Kepler-345,Kepler-345,,,,,,
Kepler-346,Kepler-346,,,,,,
Kepler-347,Kepler-347,,,,,,
Kepler-348,Kepler-348,,,,,,
Kepler-349,Kepler-349,,,,,,
Kepler-35 (AB),Kepler-35 (AB),,,1645.0,43.0,43.0,
Kepler-350,Kepler-350,,,,,,
Kepler-351,Kepler-351,,,,,,
Kepler-352,Kepler-352,,,,,,
Kepler-353,Kepler-353,,,,,,
Kepler-354,Kepler-354,,,,,,
Kepler-355,Kepler-355,,,,,,
Kepler-356,Kepler-356,,,,,,
Kepler-357,Kepler-357,,,,,,
Kepler-358,Kepler-358,,,,,,
Kepler-359,Kepler-359,,,,,,
Kepler-36,Kepler-36,,,,,,
Kepler-360,Kepler-360,,,,,,
Kepler-361,Kepler-361,,,,,,
Kepler-362,Kepler-362,,,,,,
Kepler-363,Kepler-363,,,,,,
Kepler-364,Kepler-364,,,,,,
Kepler-365,Kepler-365,,,,,,
Kepler-366,Kepler-366,,,,,,
