pl_hostname,pl_hostname,st_mass,st_masserr2,st_masserr1,st_rad,st_raderr2,st_raderr1,st_age,st_ageerr2,st_ageerr1,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,st_metfe,st_metfeerr2,st_metfeerr1,st_teff,st_tefferr2,st_tefferr1,Spectral type,st_optmag,st_optmagerr,st_optmagerr,source (xml)
K2-60,K2-60,1.08,0.06,0.06,1.47,0.15,0.15,,,,,,,,,5749.00,98.00,98.00,,12.789,0.020,0.020,
K2-61,K2-61,1.21,0.22,0.22,1.36,0.41,0.41,,,,,,,,,6293.00,338.00,338.00,,12.991,0.020,0.020,
K2-62,K2-62,0.77,0.05,0.05,0.73,0.05,0.05,,,,,,,,,4880.00,216.00,216.00,,12.397,0.040,0.040,
K2-63,K2-63,1.40,0.25,0.25,1.63,0.48,0.48,,,,,,,,,6771.00,303.00,303.00,,12.876,0.020,0.020,
K2-64,K2-64,0.74,0.07,0.07,0.73,0.08,0.08,,,,,,,,,5312.00,82.00,82.00,,14.086,0.010,0.010,
K2-65,K2-65,0.87,0.10,0.10,0.84,0.12,0.12,,,,,,,,,5213.00,336.00,336.00,,10.801,0.084,0.084,
K2-66,K2-66,1.16,0.05,0.05,1.71,0.14,0.14,,,,,,,,,5958.00,75.00,75.00,,11.710,0.186,0.186,
K2-67,K2-67,0.94,0.10,0.10,1.12,0.22,0.22,,,,,,,,,5984.00,119.00,119.00,,14.713,0.042,0.042,
K2-68,K2-68,0.73,0.10,0.10,0.68,0.09,0.09,,,,,,,,,4746.00,96.00,96.00,,12.977,0.050,0.050,
K2-69,K2-69,0.55,0.07,0.07,0.49,0.07,0.07,,,,,,,,,4127.00,190.00,190.00,,14.807,,,
K2-70,K2-70,0.94,0.10,0.10,0.93,0.14,0.14,,,,,,,,,5622.00,268.00,268.00,,12.989,0.030,0.030,
K2-71,K2-71,0.48,0.06,0.06,0.43,0.05,0.05,,,,,,,,,4006.00,133.00,133.00,,14.875,,,
K2-72,K2-72,0.22,0.08,0.08,0.23,0.06,0.06,,,,,,,,,3497.00,150.00,150.00,,15.309,0.050,0.050,
K2-73,K2-73,1.05,0.03,0.03,1.06,0.07,0.07,,,,,,,,,5922.00,76.00,76.00,,11.345,0.146,0.146,
K2-74,K2-74,0.96,0.03,0.03,0.98,0.06,0.06,,,,,,,,,6060.00,86.00,86.00,,12.588,0.031,0.031,
K2-75,K2-75,1.16,0.06,0.06,1.56,0.15,0.15,,,,,,,,,5995.00,94.00,94.00,,12.701,0.031,0.031,
K2-82,K2-82,0.15,0.07,0.07,0.17,0.08,0.08,,,,,,,,,3415.00,612.00,612.00,,14.012,0.160,0.160,
K2-83,K2-83,0.48,0.02,0.02,0.42,0.02,0.02,,,,,,,,,3910.00,49.00,49.00,,14.514,0.020,0.020,
Kepler-435,Kepler-435,1.54,0.09,0.09,3.21,0.30,0.30,2.250,0.420,0.420,,,-0.180,0.110,0.110,6161.00,94.00,94.00,,13.643,,,
Kepler-437,Kepler-437,0.71,0.03,0.03,0.68,0.02,0.03,2.900,0.300,7.500,,,0.000,0.100,0.100,4551.00,100.00,100.00,,14.352,,,
Kepler-438,Kepler-438,0.54,0.06,0.04,0.52,0.06,0.04,4.400,0.700,0.800,,,0.160,0.140,0.140,3748.00,112.00,112.00,,14.467,,,
Kepler-440,Kepler-440,0.57,0.05,0.04,0.56,0.05,0.03,1.300,0.200,0.600,,,-0.300,0.150,0.150,4134.00,154.00,154.00,,15.134,,,
Kepler-441,Kepler-441,0.57,0.05,0.05,0.55,0.05,0.04,1.900,0.400,0.500,,,-0.570,0.180,0.180,4340.00,177.00,177.00,,15.142,,,
Kepler-443,Kepler-443,0.74,0.03,0.03,0.71,0.02,0.03,3.200,0.400,7.500,,,-0.010,0.100,0.100,4723.00,100.00,100.00,,15.891,,,
Kepler-447,Kepler-447,1.00,0.21,0.21,1.05,0.19,0.19,,,,,,0.070,0.050,0.050,5493.00,62.00,62.00,,12.394,,,
KOI-12,KOI-12,1.45,0.09,0.09,1.63,0.15,0.15,1.500,0.500,0.500,,,0.090,0.150,0.150,6820.00,120.00,120.00,,11.353,,,
Lupus-TR-3,Lupus-TR-3,0.87,,0.04,0.82,,0.05,,,,,,,,,5000.00,,150.00,,,,,
MOA 2007-BLG-400L,MOA 2007-BLG-400L,0.30,0.12,0.19,,,,,,,,,,,,,,,,,,,
MOA 2008-BLG-310L,MOA 2008-BLG-310L,0.67,0.14,0.14,,,,,,,,,,,,,,,,,,,
MOA 2008-BLG-379L,MOA 2008-BLG-379L,0.56,0.27,0.24,,,,,,,,,,,,,,,,,,,
MOA 2009-BLG-266L,MOA 2009-BLG-266L,0.56,0.09,0.09,,,,,,,,,,,,,,,,,,,
MOA 2009-BLG-319L,MOA 2009-BLG-319L,0.38,0.18,0.34,,,,,,,,,,,,,,,,,,,
MOA 2010-BLG-477L,MOA 2010-BLG-477L,0.67,,0.33,,,,,,,,,,,,5950.00,,150.00,,,,,
MOA 2010-BLG-073L,MOA 2010-BLG-073L,0.16,0.03,0.03,,,,,,,,,,,,,,,,,,,
MOA 2011-BLG-293L,MOA 2011-BLG-293L,0.86,0.06,0.06,,,,,,,,,,,,,,,,,,,
MOA 2011-BLG-322L,MOA 2011-BLG-322L,0.39,0.19,0.45,,,,,,,,,,,,,,,,,,,
NGC 2682 YBP 1194,NGC 2682 YBP 1194,1.01,0.02,0.02,,,,,,,,,,,,5780.00,27.00,27.00,,14.600,,,
NGC 2682 Sand 364,NGC 2682 Sand 364,1.35,0.05,0.05,21.80,0.70,0.70,4.150,0.650,0.650,,,-0.020,0.040,0.040,4284.00,9.00,9.00,,9.800,,,
NGC 4349 127,NGC 4349 127,3.90,0.30,0.30,,,,0.200,0.050,0.050,,,-0.120,0.040,0.040,,,,,10.880,,,
Kepler-1454,Kepler-1454,0.90,0.05,0.04,0.86,0.05,0.08,4.570,2.870,5.850,,,-0.020,0.169,0.147,5448.00,64.34,59.86,,14.904,,,
Kepler-1455,Kepler-1455,0.62,0.04,0.03,0.60,0.04,0.03,4.170,2.400,6.160,,,-0.020,0.167,0.134,4075.00,57.40,61.23,,15.855,,,
Kepler-1456,Kepler-1456,0.64,0.08,0.05,0.62,0.07,0.04,3.720,2.100,5.700,,,-0.090,0.336,0.212,4231.00,85.61,68.40,,15.464,,,
Kepler-1457,Kepler-1457,1.01,0.07,0.07,1.01,0.10,0.15,3.720,2.040,3.080,,,-0.050,0.189,0.154,5866.00,119.79,137.28,,14.060,,,
Kepler-1458,Kepler-1458,0.96,0.05,0.05,0.94,0.07,0.14,4.170,2.450,4.640,,,0.020,0.161,0.131,5653.00,136.13,119.66,,14.190,,,
Kepler-1459,Kepler-1459,0.78,0.04,0.03,0.74,0.03,0.02,3.890,2.200,5.970,,,0.010,0.161,0.150,4828.00,40.76,42.43,,14.591,,,
Kepler-1460,Kepler-1460,0.70,0.05,0.03,0.67,0.04,0.02,3.980,2.270,5.950,,,-0.020,0.172,0.180,4422.00,45.02,43.62,,15.947,,,
Kepler-1461,Kepler-1461,0.79,0.05,0.04,0.74,0.04,0.03,3.240,1.660,6.560,,,-0.040,0.174,0.174,4919.00,58.16,49.81,,15.689,,,
Kepler-1462,Kepler-1462,1.00,0.07,0.07,1.00,0.10,0.21,4.070,2.340,3.600,,,0.060,0.142,0.146,5756.00,206.50,144.59,,15.858,,,
Kepler-1463,Kepler-1463,0.96,0.06,0.05,0.95,0.08,0.16,4.790,2.990,4.150,,,0.000,0.191,0.147,5679.00,125.80,93.91,,15.759,,,
Kepler-1464,Kepler-1464,1.02,0.06,0.06,1.01,0.09,0.17,3.890,2.220,2.850,,,0.030,0.162,0.147,5828.00,169.63,112.18,,14.159,,,
Kepler-1465,Kepler-1465,0.75,0.05,0.04,0.71,0.04,0.03,3.720,2.060,6.100,,,-0.060,0.175,0.174,4726.00,75.37,60.73,,14.410,,,
Kepler-1466,Kepler-1466,1.01,0.07,0.07,1.02,0.10,0.17,3.890,2.180,2.760,,,-0.070,0.196,0.149,5884.00,128.07,144.58,,13.926,,,
Kepler-1467,Kepler-1467,0.86,0.06,0.06,0.82,0.06,0.07,4.370,2.680,6.250,,,-0.070,0.187,0.159,5332.00,173.73,179.19,,15.549,,,
Kepler-1468,Kepler-1468,1.04,0.07,0.08,1.05,0.11,0.18,3.550,1.860,2.630,,,0.030,0.164,0.140,5893.00,197.95,162.90,,15.024,,,
Kepler-1469,Kepler-1469,0.92,0.05,0.05,0.89,0.06,0.12,4.470,2.750,5.700,,,0.020,0.171,0.140,5507.00,170.81,128.40,,15.965,,,
Kepler-1470,Kepler-1470,0.80,0.04,0.04,0.76,0.04,0.03,4.570,2.760,6.100,,,-0.010,0.160,0.144,4961.00,94.64,84.41,,15.061,,,
Kepler-1471,Kepler-1471,0.95,0.06,0.05,0.93,0.07,0.14,4.570,2.770,4.720,,,-0.030,0.188,0.143,5660.00,104.98,86.53,,15.254,,,
Kepler-1472,Kepler-1472,1.16,0.09,0.16,1.25,0.18,0.50,3.090,1.320,1.010,,,0.030,0.147,0.129,6159.00,114.64,92.70,,14.633,,,
Kepler-1473,Kepler-1473,1.09,0.04,0.04,1.09,0.06,0.08,2.630,1.060,1.470,,,-0.010,0.097,0.092,6046.00,64.08,77.17,,13.359,,,
Kepler-1474,Kepler-1474,1.04,0.07,0.07,1.04,0.11,0.20,3.800,2.080,2.640,,,0.040,0.164,0.147,5870.00,173.32,115.73,,15.246,,,
Kepler-1475,Kepler-1475,1.18,0.11,0.15,1.28,0.19,0.43,2.820,1.060,1.220,,,0.030,0.163,0.129,6214.00,203.22,192.71,,15.292,,,
Kepler-1476,Kepler-1476,0.98,0.05,0.04,0.96,0.07,0.20,4.570,2.810,4.700,,,0.060,0.155,0.138,5663.00,77.19,68.09,,15.408,,,
Kepler-1477,Kepler-1477,0.81,0.04,0.04,0.78,0.04,0.04,4.680,2.780,5.770,,,-0.060,0.166,0.158,5100.00,73.51,78.06,,14.598,,,
Kepler-1478,Kepler-1478,1.04,0.07,0.07,1.06,0.11,0.28,3.980,2.200,2.420,,,0.030,0.178,0.136,5904.00,137.72,102.51,,15.440,,,
Kepler-1479,Kepler-1479,0.99,0.06,0.05,0.98,0.08,0.16,4.270,2.480,3.130,,,-0.020,0.187,0.143,5796.00,79.45,74.44,,13.785,,,
Kepler-1480,Kepler-1480,0.85,0.04,0.04,0.81,0.03,0.04,4.790,2.910,6.200,,,0.070,0.155,0.146,5156.00,70.65,61.41,,14.523,,,
Kepler-1481,Kepler-1481,0.80,0.04,0.03,0.75,0.03,0.03,3.890,2.240,6.130,,,0.040,0.161,0.152,4908.00,65.82,52.54,,14.779,,,
Kepler-1482,Kepler-1482,0.88,0.05,0.04,0.84,0.05,0.08,4.470,2.800,6.700,,,-0.040,0.157,0.155,5381.00,59.31,59.20,,13.747,,,
K2-84,K2-84,0.95,0.07,0.07,0.93,0.12,0.12,,,,,,,,,5652.00,154.00,154.00,,13.443,0.060,0.060,
K2-85,K2-85,0.57,0.05,0.05,0.51,0.04,0.04,,,,,,,,,4268.00,122.00,122.00,,12.831,0.470,0.470,
K2-86,K2-86,0.79,0.08,0.08,0.76,0.09,0.09,,,,,,,,,5482.00,248.00,248.00,,13.167,0.260,0.260,
K2-87,K2-87,0.95,0.06,0.06,0.93,0.29,0.29,,,,,,,,,5406.00,168.00,168.00,,14.134,0.040,0.040,
K2-88,K2-88,0.26,0.07,0.07,0.26,0.05,0.05,,,,,,,,,3537.00,93.00,93.00,,15.476,0.053,0.053,
K2-89,K2-89,0.35,0.04,0.04,0.32,0.03,0.03,,,,,,,,,3691.00,51.00,51.00,,14.162,0.050,0.050,
K2-90,K2-90,0.56,0.07,0.07,0.49,0.07,0.07,,,,,,,,,4136.00,164.00,164.00,,13.855,0.040,0.040,
K2-91,K2-91,0.29,0.06,0.06,0.28,0.04,0.04,,,,,,,,,3622.00,104.00,104.00,,15.572,0.055,0.055,
K2-92,K2-92,1.04,0.04,0.04,1.38,0.12,0.12,,,,,,,,,6098.00,50.00,50.00,,12.490,0.070,0.070,
HD 59686 A,HD 59686 A,1.90,0.20,0.20,13.20,0.30,0.30,1.730,0.470,0.470,,,0.150,0.100,0.100,4658.00,24.00,24.00,,5.442,0.009,0.009,
K2-95,K2-95,0.36,0.07,0.07,0.40,0.05,0.05,0.800,,,,,0.110,0.170,0.170,3471.00,124.00,124.00,,15.498,,,
HD 3167,HD 3167,0.88,0.03,0.03,0.83,0.03,0.03,,,,,,0.000,0.080,0.080,5370.00,50.00,50.00,,8.940,0.020,0.020,
HD 133131 A,HD 133131 A,0.95,,,,,,9.700,,,,,-0.306,0.016,0.016,5799.00,19.00,19.00,,8.400,,,
HD 133131 B,HD 133131 B,0.93,,,,,,9.700,,,,,-0.281,0.013,0.013,5805.00,15.00,15.00,,8.420,,,
HR 2562,HR 2562,1.30,,,,,,0.600,0.300,0.300,,,0.020,0.070,0.060,,,,,6.110,,,
KELT-17,KELT-17,1.64,0.06,0.07,1.65,0.06,0.06,0.650,0.150,0.150,,,-0.018,0.072,0.074,7454.00,49.00,49.00,,9.286,0.051,0.051,
WASP-92,WASP-92,1.19,0.04,0.04,1.34,0.06,0.06,2.290,1.510,6.800,,,0.000,0.140,0.140,6280.00,120.00,120.00,,13.180,,,
WASP-93,WASP-93,1.33,0.03,0.03,1.52,0.04,0.04,0.700,0.650,0.650,,,0.070,0.170,0.170,6700.00,100.00,100.00,,10.970,,,
WASP-118,WASP-118,1.32,0.04,0.04,1.70,0.03,0.03,1.170,0.750,5.720,,,0.160,0.100,0.100,6410.00,125.00,125.00,,11.020,,,
HD 111998,HD 111998,1.18,0.12,0.12,1.45,0.07,0.07,1.900,0.700,0.600,,,0.070,,,6557.00,96.00,96.00,,6.110,,,
K2-99,K2-99,1.60,0.10,0.14,3.10,0.10,0.10,2.400,0.600,0.200,,,0.200,0.050,0.050,5990.00,40.00,40.00,,11.149,0.099,0.099,
OGLE 2015-BLG-0051L,OGLE 2015-BLG-0051L,0.10,0.01,0.09,,,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0950L,OGLE-2012-BLG-0950L,0.56,0.16,0.12,,,,,,,,,,,,,,,,,,,
OGLE-2014-BLG-1760,OGLE-2014-BLG-1760,0.51,0.28,0.44,,,,,,,,,,,,,,,,,,,
HD 9174,HD 9174,1.03,0.05,0.05,1.67,0.07,0.07,9.000,3.000,3.000,,,0.390,0.100,0.100,5577.00,100.00,100.00,,8.400,,,
OGLE 2003-BLG-235L,OGLE 2003-BLG-235L,0.63,0.09,0.07,,,,,,,,,,,,,,,,,,,
OGLE 2005-BLG-71L,OGLE 2005-BLG-71L,0.46,0.04,0.04,,,,,,,,,,,,,,,,,,,
OGLE 2005-BLG-169L,OGLE 2005-BLG-169L,0.69,0.02,0.02,,,,,,,,,,,,,,,,,,,
OGLE 2006-BLG-109L,OGLE 2006-BLG-109L,0.51,0.04,0.05,,,,,,,,,,,,,,,,,,,
OGLE 2008-BLG-92L,OGLE 2008-BLG-92L,0.71,,,,,,,,,,,,,,,,,,,,,
OGLE 2008-BLG-355L,OGLE 2008-BLG-355L,0.37,0.17,0.30,,,,,,,,,,,,,,,,,,,
OGLE 2011-BLG-251L,OGLE 2011-BLG-251L,0.26,0.11,0.11,,,,,,,,,,,,,,,,,,,
OGLE 2012-BLG-26L,OGLE 2012-BLG-26L,1.06,0.05,0.05,,,,5.000,1.000,1.000,,,,,,,,,,,,,
OGLE 2012-BLG-406L,OGLE 2012-BLG-406L,0.44,0.07,0.07,,,,,,,,,,,,,,,,,,,
OGLE 2013-BLG-102L,OGLE 2013-BLG-102L,0.10,0.01,0.01,,,,,,,,,,,,,,,,,,,
OGLE 2014-BLG-124L,OGLE 2014-BLG-124L,0.71,0.22,0.22,,,,,,,,,,,,,,,,,,,
OGLE2-TR-L9,OGLE2-TR-L9,1.52,,0.08,1.53,,0.04,,,,,,,,,6933.00,,58.00,,,,,
OGLE-TR-056,OGLE-TR-056,1.23,,0.08,1.36,,0.09,,,,,,,,,6050.00,,100.00,,15.300,,,
OGLE-TR-111,OGLE-TR-111,0.85,,0.06,0.83,,0.04,,,,,,,,,5040.00,,80.00,,15.550,,,
OGLE-TR-113,OGLE-TR-113,0.78,,0.02,0.77,,0.02,,,,,,,,,4790.00,,75.00,,14.420,,,
OGLE-TR-132,OGLE-TR-132,1.30,0.07,0.07,1.32,0.12,0.17,1.200,1.100,1.500,,,0.370,0.100,0.100,6210.00,75.00,75.00,,15.720,,,
OGLE-TR-211,OGLE-TR-211,1.33,,0.05,1.64,,0.21,,,,,,,,,6325.00,,91.00,,,,,
Oph 11,Oph 11,0.02,0.01,0.00,,,,5.000,2.000,2.000,,,,,,2375.00,175.00,175.00,,,,,
Pr0211,Pr0211,0.94,0.01,0.01,0.83,0.01,0.01,0.578,0.012,0.012,,,0.180,0.020,0.020,5300.00,30.00,30.00,,12.060,,,
PSR B1620-26,PSR B1620-26,1.35,,,,,,,,,,,,,,,,,,,,,
PSR J1719-1438,PSR J1719-1438,1.40,,,0.04,,,12.500,,,,,,,,4500.00,,,,,,,
Qatar-1,Qatar-1,0.84,0.04,0.04,0.80,0.02,0.02,,,,,,0.171,0.094,0.097,5013.00,88.00,93.00,,12.843,0.137,0.137,
Kepler-1483,Kepler-1483,1.25,0.14,0.21,1.40,0.25,0.60,2.400,0.735,0.997,,,0.040,0.159,0.132,6337.00,223.77,208.71,,14.440,,,
Kepler-1484,Kepler-1484,0.94,0.07,0.08,0.92,0.09,0.13,3.980,2.330,4.070,,,-0.170,0.212,0.181,5730.00,127.90,204.01,,15.268,,,
Kepler-1485,Kepler-1485,1.11,0.04,0.04,1.12,0.06,0.07,2.510,0.949,1.330,,,0.020,0.083,0.080,6087.00,89.44,92.28,,13.204,,,
Kepler-1486,Kepler-1486,1.08,0.07,0.09,1.12,0.12,0.27,3.550,1.830,2.090,,,0.060,0.141,0.138,5965.00,160.68,147.55,,15.335,,,
Kepler-1487,Kepler-1487,1.38,0.16,0.21,1.63,0.32,0.65,1.950,0.474,0.705,,,0.040,0.153,0.131,6541.00,190.33,230.55,,13.489,,,
Kepler-1488,Kepler-1488,1.05,0.05,0.07,1.31,0.26,0.29,6.920,2.360,1.300,,,0.060,0.073,0.093,5820.00,62.23,71.05,,13.102,,,
Kepler-1489,Kepler-1489,0.93,0.06,0.05,0.90,0.07,0.11,4.070,2.430,4.940,,,-0.130,0.192,0.174,5655.00,64.04,76.91,,14.828,,,
Kepler-1490,Kepler-1490,0.90,0.06,0.07,0.87,0.07,0.11,4.570,2.880,5.090,,,-0.080,0.179,0.156,5515.00,190.47,193.53,,15.449,,,
Kepler-1491,Kepler-1491,1.00,0.05,0.05,0.99,0.08,0.22,4.570,2.760,3.710,,,0.060,0.149,0.133,5728.00,115.34,84.52,,15.589,,,
Kepler-1492,Kepler-1492,0.77,0.04,0.03,0.72,0.03,0.02,2.820,1.320,5.830,,,0.060,0.179,0.148,4712.00,72.63,54.27,,14.534,,,
Kepler-1493,Kepler-1493,1.06,0.05,0.06,1.29,0.20,0.24,6.460,1.840,1.400,,,0.060,0.071,0.094,5863.00,82.85,78.69,,13.109,,,
Kepler-1494,Kepler-1494,0.96,0.06,0.05,0.94,0.07,0.13,4.370,2.670,4.260,,,0.010,0.182,0.150,5659.00,107.31,86.94,,15.214,,,
Kepler-1495,Kepler-1495,1.03,0.06,0.06,1.04,0.10,0.25,4.170,2.440,2.830,,,0.060,0.146,0.133,5831.00,139.38,90.97,,15.417,,,
Kepler-1496,Kepler-1496,1.18,0.11,0.17,1.27,0.20,0.52,2.950,1.190,1.290,,,0.050,0.152,0.128,6182.00,206.60,140.35,,14.694,,,
Kepler-1497,Kepler-1497,0.96,0.06,0.07,0.95,0.08,0.16,4.270,2.620,4.090,,,0.010,0.172,0.134,5675.00,169.00,159.75,,15.364,,,
Kepler-1498,Kepler-1498,0.86,0.04,0.04,0.81,0.04,0.05,4.170,2.440,6.280,,,-0.010,0.156,0.141,5256.00,58.16,60.36,,15.033,,,
Kepler-1499,Kepler-1499,0.82,0.04,0.04,0.78,0.04,0.04,4.680,2.840,6.000,,,-0.010,0.169,0.149,5097.00,92.24,77.02,,13.509,,,
Kepler-1500,Kepler-1500,1.00,0.07,0.07,1.00,0.10,0.18,4.070,2.300,2.970,,,-0.050,0.185,0.156,5845.00,140.57,122.09,,14.606,,,
Kepler-1501,Kepler-1501,1.20,0.09,0.17,1.30,0.18,0.54,2.750,1.020,0.919,,,0.040,0.163,0.137,6229.00,123.73,111.62,,13.710,,,
Kepler-1502,Kepler-1502,1.44,0.17,0.23,1.72,0.33,0.61,1.700,0.401,0.740,,,0.050,0.150,0.138,6666.00,272.08,321.18,,14.155,,,
Kepler-1503,Kepler-1503,0.77,0.07,0.05,0.74,0.07,0.05,5.130,3.260,5.860,,,-0.190,0.259,0.179,5069.00,73.98,95.03,,15.796,,,
Kepler-1504,Kepler-1504,0.85,0.06,0.06,0.81,0.07,0.08,4.470,2.840,6.050,,,-0.170,0.204,0.180,5393.00,78.86,102.27,,15.654,,,
Kepler-1505,Kepler-1505,0.93,0.04,0.03,0.86,0.03,0.02,1.700,0.459,0.981,,,-0.180,0.111,0.099,5686.00,53.94,65.36,,12.988,,,
Kepler-1506,Kepler-1506,0.95,0.06,0.05,0.93,0.07,0.12,3.980,2.330,4.090,,,-0.050,0.179,0.153,5676.00,89.59,104.55,,15.652,,,
Kepler-1507,Kepler-1507,0.89,0.05,0.04,0.85,0.06,0.09,4.570,2.850,6.440,,,-0.030,0.173,0.150,5410.00,70.14,63.43,,13.136,,,
Kepler-1508,Kepler-1508,1.14,0.12,0.22,1.22,0.23,0.48,2.690,1.090,1.700,,,0.010,0.176,0.132,6158.00,280.41,294.77,,14.276,,,
Kepler-1509,Kepler-1509,1.00,0.05,0.05,0.99,0.08,0.16,3.980,2.280,3.300,,,0.030,0.162,0.138,5780.00,80.25,69.62,,15.386,,,
Kepler-1510,Kepler-1510,1.19,0.12,0.15,1.28,0.20,0.46,2.750,1.040,1.340,,,0.040,0.143,0.129,6200.00,224.25,177.72,,15.169,,,
Kepler-1511,Kepler-1511,1.17,0.07,0.17,1.29,0.18,0.53,3.310,1.440,1.210,,,0.140,0.140,0.152,6064.00,86.89,72.72,,13.932,,,
Kepler-1512,Kepler-1512,0.73,0.10,0.02,0.67,0.06,0.02,1.780,0.505,2.680,,,0.200,0.390,0.106,4372.00,63.70,59.14,,13.393,,,
Kepler-1513,Kepler-1513,0.99,0.05,0.07,0.97,0.08,0.16,3.980,2.400,4.090,,,0.140,0.161,0.144,5617.00,124.96,176.78,,12.888,,,
WASP-18,WASP-18,1.28,0.07,0.07,1.23,0.05,0.05,,,,,,,,,6400.00,,100.00,,9.303,0.018,0.018,
ROXs 42 B,ROXs 42 B,1.00,,,,,,0.003,0.003,0.003,,,,,,,,,,,,,
ROXs 12,ROXs 12,0.87,0.08,0.08,,,,0.008,0.025,0.004,,,,,,3850.00,70.00,100.00,,15.595,0.055,0.055,
SR 12 AB,SR 12 AB,,,,,,,,,,,,,,,,,,,13.265,0.032,0.032,
SWEEPS-4,SWEEPS-4,1.24,,,1.18,,,,,,,,,,,,,,,18.800,,,
SWEEPS-11,SWEEPS-11,1.10,,,1.45,,,,,,,,,,,,,,,19.830,,,
TrES-1,TrES-1,0.88,0.04,0.04,0.81,0.02,0.02,3.700,2.800,3.400,,,0.020,0.050,0.050,5230.00,50.00,50.00,,11.760,0.010,0.010,
TrES-3,TrES-3,0.93,,0.05,0.83,,0.02,,,,,,,,,5650.00,,75.00,,12.402,0.006,0.006,
TrES-4,TrES-4,1.45,0.05,0.05,1.81,0.08,0.08,2.200,0.400,0.400,,,0.280,0.090,0.090,6295.00,65.00,65.00,,11.592,0.004,0.004,
TrES-5,TrES-5,0.90,0.03,0.03,0.87,0.01,0.01,,,,,,0.200,0.100,0.100,5171.00,36.00,36.00,,13.718,0.005,0.005,
TYC 1422-614-1,TYC 1422-614-1,1.15,0.18,0.18,6.85,1.38,1.38,5.890,2.340,3.880,,,-0.200,0.080,0.080,4806.00,45.00,45.00,,10.210,,,
USco CTIO 108,USco CTIO 108,0.06,0.02,0.02,,,,,,,,,,,,2700.00,100.00,100.00,,,,,
V0391 Peg,V0391 Peg,0.50,0.05,0.05,0.23,0.03,0.03,10.000,,,,,,,,29300.00,500.00,500.00,,14.570,0.020,0.020,
WASP-1,WASP-1,1.24,0.07,0.05,1.47,0.03,0.02,3.400,0.600,1.200,,,,,,,,,,11.790,,,
WASP-3,WASP-3,1.24,,0.11,1.31,,0.12,,,,,,,,,6400.00,,100.00,,10.500,,,
WASP-4,WASP-4,0.89,0.01,0.01,0.92,0.06,0.06,7.000,2.900,2.900,,,-0.050,0.040,0.040,5436.00,34.00,34.00,,12.500,,,
WASP-5,WASP-5,0.96,0.09,0.13,1.03,0.07,0.06,5.400,4.300,4.400,,,0.090,0.090,0.090,5700.00,100.00,100.00,,12.300,,,
WASP-6,WASP-6,0.84,0.06,0.06,0.86,0.02,0.02,9.000,12.700,8.000,,,-0.150,0.090,0.090,5375.00,65.00,65.00,,11.900,,,
WASP-8,WASP-8,1.03,,0.06,0.94,,0.05,,,,,,,,,5600.00,,80.00,,9.790,,,
WASP-10,WASP-10,0.75,,0.04,0.70,,0.01,,,,,,,,,4675.00,,100.00,,12.700,,,
WASP-11,WASP-11,0.83,,0.03,0.79,,0.02,,,,,,,,,4980.00,,60.00,,11.600,,,
WASP-13,WASP-13,1.09,,0.05,1.56,,0.04,,,,,,,,,5826.00,,100.00,,10.420,,,
WASP-14,WASP-14,1.21,,0.13,1.31,,0.07,,,,,,,,,6475.00,,100.00,,9.750,,,
WASP-15,WASP-15,1.18,,0.12,1.48,,0.07,,,,,,,,,6300.00,,100.00,,11.000,,,
WASP-17,WASP-17,1.31,0.03,0.03,1.57,0.06,0.06,,,,,,-0.190,0.090,0.090,6650.00,80.00,80.00,,11.600,,,
Kepler-1542,Kepler-1542,0.94,0.03,0.03,0.99,0.09,0.13,8.510,5.270,3.290,,,0.060,0.078,0.084,5564.00,63.29,63.25,,12.639,,,
Kepler-1514,Kepler-1514,1.21,0.04,0.04,1.22,0.05,0.06,1.580,0.349,0.633,,,0.140,0.083,0.083,6251.00,87.80,81.98,,11.690,,,
Kepler-1515,Kepler-1515,1.30,0.05,0.06,1.41,0.10,0.11,1.820,0.440,0.535,,,0.070,0.109,0.110,6511.00,81.34,94.24,,12.040,,,
Kepler-1516,Kepler-1516,1.04,0.06,0.07,1.07,0.12,0.23,4.070,2.250,2.150,,,0.030,0.166,0.156,5904.00,142.16,92.11,,14.461,,,
Kepler-1517,Kepler-1517,1.58,0.15,0.18,1.95,0.37,0.53,1.380,0.190,0.260,,,0.010,0.152,0.144,7010.00,113.20,117.01,,12.252,,,
Kepler-1518,Kepler-1518,1.54,0.18,0.21,1.88,0.38,0.61,1.480,0.270,0.512,,,0.060,0.165,0.148,6846.00,290.12,320.29,,13.306,,,
Kepler-1519,Kepler-1519,0.94,0.06,0.06,0.91,0.07,0.10,3.980,2.310,4.280,,,-0.070,0.181,0.152,5644.00,112.71,138.77,,14.822,,,
Kepler-1520,Kepler-1520,0.76,0.04,0.03,0.71,0.03,0.03,4.470,2.530,5.800,,,0.040,0.152,0.144,4677.00,71.28,82.29,,15.692,,,
Kepler-1521,Kepler-1521,0.81,0.04,0.03,0.76,0.03,0.02,4.470,2.470,3.910,,,-0.050,0.107,0.108,5042.00,58.14,73.64,,12.860,,,
Kepler-1522,Kepler-1522,0.96,0.06,0.06,0.93,0.07,0.12,3.890,2.200,3.930,,,-0.070,0.175,0.157,5706.00,100.71,131.97,,14.216,,,
