# name,All planet names,Lists,mass,mass_error_min,mass_error_max,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,Radius [Rjup] lowerlimit,Radius [Rjup] upperlimit,orbital_period,orbital_period_error_min,orbital_period_error_max,Orbital period [days] lowerlimit,Orbital period [days] upperlimit,eccentricity,eccentricity_error_min,eccentricity_error_max,Eccentricity lowerlimit,Eccentricity upperlimit,temp_calculated,Equilibrium temperature [K] errorminus,Equilibrium temperature [K] errorplus,Equilibrium temperature [K] lowerlimit,Equilibrium temperature [K] upperlimit,detection_type,discovered,updated,source (xml)
Kepler-823 b,kepler-823b,,,,,,,0.14,0.012,0.028,,,4.16809082,1.748e-05,1.748e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-824 b,kepler-824b,,,,,,,0.167,0.021,0.063,,,4.51436633,1.397e-05,1.397e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-825 b,kepler-825b,,,,,,,0.136,0.02,0.035,,,3.77360059,1.242e-05,1.242e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-825 c,kepler-825c,,,,,,,0.164,0.021,0.036,,,8.1818246,2.265e-05,2.265e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-826 b,kepler-826b,,,,,,,0.112,0.012,0.018,,,4.48758907,1.653e-05,1.653e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-827 b,kepler-827b,,,,,,,0.502,0.041,0.062,,,51.92927591,9.288e-05,9.288e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-828 b,kepler-828b,,,,,,,0.135,0.01,0.007,,,0.56785714,4.4e-07,4.4e-07,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-829 b,kepler-829b,,,,,,,0.188,0.016,0.039,,,6.88337562,1.963e-05,1.963e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-83 b,kepler-83b,,,,,,,0.209,0.19,0.19,,,9.770513,4.7e-05,4.7e-05,,,0.0,,,,,,,,,,primarytransit,2013,2013-09-22,
Kepler-83 c,kepler-83c,,,,,,,0.1733,0.21,0.21,,,20.08976,0.00021,0.00021,,,0.0,,,,,,,,,,primarytransit,2013,2013-09-22,
Kepler-83 d,kepler-83d,,,,,,,0.173,0.012,0.012,,,5.169796,1.6e-05,1.6e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-830 b,kepler-830b,,,,,,,0.152,0.022,0.054,,,11.29695137,6.299e-05,6.299e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-831 b,kepler-831b,,,,,,,0.113,0.006,0.009,,,5.62153941,1.272e-05,1.272e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-832 b,kepler-832b,,,,,,,0.184,0.015,0.029,,,7.1396941,2.817e-05,2.817e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-833 b,kepler-833b,,,,,,,0.18,0.008,0.011,,,18.7546998,5.142e-05,5.142e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-834 b,kepler-834b,,,,,,,0.18,0.009,0.009,,,13.32388301,5.212e-05,5.212e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-835 b,kepler-835b,,,,,,,0.249,0.026,0.048,,,11.41909375,7.116e-05,7.116e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-836 b,kepler-836b,,,,,,,0.244,0.029,0.057,,,11.36112327,2.363e-05,2.363e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-837 b,kepler-837b,,,,,,,0.228,0.038,0.02,,,16.56059504,4.293e-05,4.293e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-838 b,kepler-838b,,,,,,,0.244,0.022,0.045,,,15.74957994,4.687e-05,4.687e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-839 b,kepler-839b,,,,,,,0.229,0.022,0.037,,,37.8144514,0.0001545,0.0001545,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-84 b,kepler-84b,,,,,,,0.1965,0.009,0.009,,,8.725854,6e-05,6e-05,,,0.0,,,,,937.0,,,,,primarytransit,2013,2013-09-22,
Kepler-84 c,kepler-84c,,,,,,,0.2144,0.098,0.098,,,12.882525,9.3e-05,9.3e-05,,,0.0,,,,,821.0,,,,,primarytransit,2013,2013-09-22,
Kepler-84 d,kepler-84d,,,,,,,0.123,0.024,0.024,,,4.224537,4.2e-05,4.2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-84 e,kepler-84e,,,,,,,0.232,0.044,0.044,,,27.434389,0.000224,0.000224,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-84 f,kepler-84f,,,,,,,0.196,0.038,0.038,,,44.552169,0.000812,0.000812,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-840 b,kepler-840b,,,,,,,1.523,0.168,0.346,,,2.49577962,4.8e-07,4.8e-07,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-841 b,kepler-841b,,,,,,,0.467,0.032,0.037,,,124.4198398,0.000331,0.000331,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-842 b,kepler-842b,,,,,,,0.143,0.008,0.007,,,1.21956827,1.1e-06,1.1e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-843 b,kepler-843b,,,,,,,0.231,0.022,0.054,,,2.05387982,2.9e-06,2.9e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-844 b,kepler-844b,,,,,,,0.15,0.021,0.006,,,2.61302086,6.24e-06,6.24e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-845 b,kepler-845b,,,,,,,0.182,0.026,0.008,,,0.92785982,5.5e-07,5.5e-07,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-846 b,kepler-846b,,,,,,,0.221,0.016,0.029,,,19.80792185,8.966e-05,8.966e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-847 b,kepler-847b,,,,,,,0.105,0.004,0.008,,,2.3432319,7.57e-06,7.57e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-848 b,kepler-848b,,,,,,,0.152,0.022,0.028,,,6.91134416,2.461e-05,2.461e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-849 b,kepler-849b,,,,,,,0.637,0.122,0.133,,,394.6244904,0.0008875,0.0008875,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-85 b,kepler-85b,,0.0465,,,,,0.178,,,,,8.305992,,,,,,,,,,,,,,,primarytransit,2013,2013-09-24,
Kepler-85 c,kepler-85c,,0.059,,,,,0.197,,,,,12.51217,,,,,,,,,,,,,,,primarytransit,2013,2013-09-24,
Kepler-85 d,kepler-85d,,,,,,,0.107,0.017,0.017,,,17.91323,0.000266,0.000266,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-85 e,kepler-85e,,,,,,,0.113,0.018,0.018,,,25.216751,0.000718,0.000718,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-850 b,kepler-850b,,,,,,,0.159,0.019,0.042,,,7.19303878,3.818e-05,3.818e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-851 b,kepler-851b,,,,,,,0.15,0.019,0.024,,,8.50699658,3.708e-05,3.708e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-852 b,kepler-852b,,,,,,,0.227,0.015,0.04,,,44.9309804,0.00024,0.00024,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-853 b,kepler-853b,,,,,,,0.151,0.025,0.043,,,7.16892463,2.302e-05,2.302e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-854 b,kepler-854b,,,,,,,1.492,0.204,0.604,,,2.14463285,6.8e-07,6.8e-07,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-855 b,kepler-855b,,,,,,,0.745,0.072,0.152,,,7.8866311,2.47e-06,2.47e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-856 b,kepler-856b,,,,,,,0.83,0.054,0.112,,,8.02768059,2.01e-06,2.01e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-857 b,kepler-857b,,,,,,,0.607,0.061,0.152,,,85.35129427,9.562e-05,9.562e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-858 b,kepler-858b,,,,,,,0.434,0.018,0.021,,,76.13602028,5.533e-05,5.533e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-859 b,kepler-859b,,,,,,,0.276,0.013,0.016,,,20.38177573,5.321e-05,5.321e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-86 b,kepler-86b,,,,,,,0.905,0.05,0.05,,,282.5255,0.001,0.001,,,0.41,0.29,0.08,,,281.0,,,,,primarytransit,2013,2016-02-24,
Kepler-860 b,kepler-860b,,,,,,,0.289,0.029,0.072,,,5.10137945,8.94e-06,8.94e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-861 b,kepler-861b,,,,,,,0.203,0.012,0.011,,,3.94963138,5.49e-06,5.49e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-862 b,kepler-862b,,,,,,,0.197,0.015,0.039,,,3.14866453,7.03e-06,7.03e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-863 b,kepler-863b,,,,,,,0.259,0.029,0.061,,,15.59461874,4.285e-05,4.285e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-864 b,kepler-864b,,,,,,,0.214,0.02,0.056,,,5.83376092,1.891e-05,1.891e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-865 b,kepler-865b,,,,,,,0.222,0.021,0.044,,,14.16399294,2.463e-05,2.463e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-866 b,kepler-866b,,,,,,,0.145,0.011,0.007,,,2.61703254,7.31e-06,7.31e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-867 b,kepler-867b,,,,,,,0.414,0.027,0.037,,,150.242127,0.0006047,0.0006047,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-868 b,kepler-868b,,,,,,,0.183,0.015,0.018,,,5.03251791,2.082e-05,2.082e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-869 b,kepler-869b,,,,,,,0.322,0.055,0.074,,,40.4287755,0.0001799,0.0001799,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-87 b,kepler-87b,,1.02,0.16,0.16,0.16,0.16,1.21,0.006,0.006,,,114.73709,0.00026,0.00026,,,0.036,0.009,0.009,,,478.1,,,,,primarytransit,2013,2013-10-11,
Kepler-87 c,kepler-87c,,0.0201,0.01,0.01,0.01,0.01,0.549,0.008,0.008,,,192.363,0.0074,0.0074,,,0.039,0.012,0.012,,,403.3,,,,,primarytransit,2012,2013-10-11,
Kepler-870 b,kepler-870b,,,,,,,0.248,0.026,0.045,,,21.3587621,0.0001184,0.0001184,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-871 b,kepler-871b,,,,,,,0.334,0.049,0.096,,,22.0459018,0.0001072,0.0001072,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-872 b,kepler-872b,,,,,,,0.178,0.021,0.045,,,2.57885507,5.17e-06,5.17e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-873 b,kepler-873b,,,,,,,0.335,0.049,0.146,,,20.5533844,7.327e-05,7.327e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-874 b,kepler-874b,,,,,,,0.352,0.053,0.095,,,40.0686727,0.0001013,0.0001013,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-875 b,kepler-875b,,,,,,,0.259,0.04,0.091,,,27.5073799,0.0001536,0.0001536,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-876 b,kepler-876b,,,,,,,0.128,0.008,0.009,,,5.14438011,2.466e-05,2.466e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-877 b,kepler-877b,,,,,,,0.189,0.024,0.012,,,18.45847097,4.779e-05,4.779e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-878 b,kepler-878b,,,,,,,0.172,0.009,0.011,,,25.9422033,0.0001029,0.0001029,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-879 b,kepler-879b,,,,,,,0.229,0.025,0.059,,,33.3855938,0.000142,0.000142,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-88 b,kepler-88b,,0.0273731239971,0.00786584022905327,0.00786584022905327,0.00786584022905327,0.00786584022905327,0.337229614113,0.0321171061059972,0.0347935316148303,,,10.95416,0.0013,0.00011,,,0.05593,0.00031,0.00047,,,,,,,,primarytransit,2013,2015-09-14,
Kepler-88 c,kepler-88c,,0.626869808164,0.0342925767685,0.0301692736403,0.0342925767685,0.0301692736403,,,,,,22.3395,0.0017,0.0019,,,0.05628,0.0028,0.0014,,,,,,,,radialvelocity,2013,2015-09-14,
Kepler-880 b,kepler-880b,,,,,,,0.237,0.039,0.094,,,7.71468975,1.918e-05,1.918e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-881 b,kepler-881b,,,,,,,0.159,0.029,0.038,,,4.44448017,2.53e-05,2.53e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-882 b,kepler-882b,,,,,,,0.11,0.008,0.013,,,3.98953967,9.76e-06,9.76e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-883 b,kepler-883b,,,,,,,0.159,0.012,0.015,,,12.98495573,3.436e-05,3.436e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-884 b,kepler-884b,,,,,,,0.11,0.004,0.004,,,5.69919514,1.359e-05,1.359e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-885 b,kepler-885b,,,,,,,0.223,0.035,0.036,,,18.11472949,5.308e-05,5.308e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-886 b,kepler-886b,,,,,,,0.136,0.017,0.037,,,6.24146367,2.154e-05,2.154e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-887 b,kepler-887b,,,,,,,0.164,0.015,0.024,,,20.42228798,9.225e-05,9.225e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-887 c,kepler-887c,,,,,,,0.101,0.01,0.015,,,7.63846023,4.957e-05,4.957e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-888 b,kepler-888b,,,,,,,0.157,0.005,0.007,,,70.6979061,0.0003086,0.0003086,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-889 b,kepler-889b,,,,,,,0.097,0.012,0.017,,,3.744439,1.366e-05,1.366e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-89 b,kepler-89b,,0.033,0.014,0.014,0.014,0.014,0.153,0.014,0.014,,,3.7432451,3.1e-05,3.1e-05,,,,,,,,,,,,,primarytransit,2012,2013-11-05,
Kepler-89 c,kepler-89c,,0.049,0.049,0.018,0.049,0.018,0.386,0.008,0.008,,,10.423707,2.6e-05,2.6e-05,,,,,,,,,,,,,primarytransit,2012,2014-05-26,
Kepler-89 d,kepler-89d,,0.164,0.022,0.021,0.022,0.021,0.98,0.0085,0.0085,,,22.3430004,1.1e-05,1.1e-05,,,,,,,,,,,,,primarytransit,2012,2015-08-31,
Kepler-89 e,kepler-89e,,0.041,0.007,0.008,0.007,0.008,0.55,0.05,0.05,,,54.319931,0.00012,0.00012,,,,,,,,,,,,,primarytransit,2012,2014-05-27,
Kepler-890 b,kepler-890b,,,,,,,0.793,0.095,0.255,,,52.75875577,3.345e-05,3.345e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-891 b,kepler-891b,,,,,,,0.572,0.054,0.13,,,53.44945593,6.578e-05,6.578e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-892 b,kepler-892b,,,,,,,0.251,0.024,0.033,,,13.7521072,3.106e-05,3.106e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-893 b,kepler-893b,,,,,,,0.27,0.033,0.046,,,6.33855761,1.361e-05,1.361e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-894 b,kepler-894b,,,,,,,0.248,0.03,0.027,,,9.803224,3.027e-05,3.027e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-895 b,kepler-895b,,,,,,,0.137,0.006,0.008,,,2.80624233,8.17e-06,8.17e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-896 b,kepler-896b,,,,,,,0.226,0.017,0.016,,,144.547396,0.002274,0.002274,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-897 b,kepler-897b,,,,,,,0.213,0.022,0.059,,,8.0472642,2.943e-05,2.943e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-898 b,kepler-898b,,,,,,,0.133,0.008,0.027,,,5.8706191,2.07e-05,2.07e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-899 b,kepler-899b,,,,,,,0.239,0.023,0.041,,,19.17891293,8.075e-05,8.075e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-9 b,kepler-9b,,0.141899757732,0.00471950413743196,0.00471950413743196,0.00471950413743196,0.00471950413743196,0.990277438268,0.00892141836277699,0.00892141836277699,,,19.22418,7e-05,7e-05,,,0.0626,0.001,0.001,,,,,,,,primarytransit,2010,2014-08-16,
Kepler-9 c,kepler-9c,,0.0975364188403,0.00314633609162131,0.00314633609162131,0.00314633609162131,0.00314633609162131,0.954591764817,0.00892141836277699,0.00892141836277699,,,39.03106,0.0002,0.0002,,,0.0684,0.0002,0.0002,,,,,,,,primarytransit,2010,2014-08-16,
Kepler-9 d,kepler-9d,,0.016518264481,0.00550608816033729,0.00550608816033729,0.00550608816033729,0.00550608816033729,0.178428367256,0.00446070918138849,0.00446070918138849,,,1.592851,4.5e-05,4.5e-05,,,,,,,,,,,,,primarytransit,2010,2014-04-19,
Kepler-90 b,kepler-90b,,,,,,,0.117,0.015,0.015,,,7.008151,1.9e-05,1.9e-05,,,,,,,,1056.0,,,,,primarytransit,2013,2016-02-24,
Kepler-90 c,kepler-90c,,,,,,,0.106,0.013,0.013,,,8.719375,2.7e-05,2.7e-05,,,,,,,,981.0,,,,,primarytransit,2013,2016-02-24,
Kepler-90 d,kepler-90d,,,,,,,0.257,0.027,0.027,,,59.73667,0.00038,0.00038,,,,,,,,518.0,,,,,primarytransit,2013,2016-02-24,
Kepler-90 e,kepler-90e,,,,,,,0.238,0.026,0.026,,,91.93913,0.00073,0.00073,,,,,,,,448.0,,,,,primarytransit,2013,2016-02-24,
Kepler-90 f,kepler-90f,,,,,,,0.258,0.047,0.047,,,124.9144,0.0019,0.0019,,,0.01,0.01,0.02,,,592.0,,,,,primarytransit,2013,2016-02-24,
Kepler-90 g,kepler-90g,,,,,,,0.725,0.072,0.072,,,210.60697,0.00043,0.00043,,,,,,,,340.0,,,,,primarytransit,2013,2016-02-24,
Kepler-90 h,kepler-90h,,,,,,,1.01,0.09,0.09,,,331.60059,0.00037,0.00037,,,,,,,,292.0,,,,,primarytransit,2013,2016-02-24,
Kepler-900 b,kepler-900b,,,,,,,0.186,0.03,0.011,,,6.9913086,1.434e-05,1.434e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-901 b,kepler-901b,,,,,,,0.122,0.005,0.006,,,3.51749439,3.52e-06,3.52e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-902 b,kepler-902b,,,,,,,0.227,0.016,0.029,,,40.1099547,0.0001551,0.0001551,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-903 b,kepler-903b,,,,,,,0.179,0.032,0.031,,,10.3507721,5.128e-05,5.128e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-903 c,kepler-903c,,,,,,,0.226,0.04,0.036,,,62.9228557,0.0007353,0.0007353,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-904 b,kepler-904b,,,,,,,0.158,0.021,0.053,,,3.02166863,8.93e-06,8.93e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-905 b,kepler-905b,,,,,,,0.126,0.004,0.004,,,5.08274652,8.37e-06,8.37e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-906 b,kepler-906b,,,,,,,0.188,0.009,0.009,,,41.6979976,0.0001595,0.0001595,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-907 b,kepler-907b,,,,,,,0.107,0.004,0.005,,,15.86621821,6.487e-05,6.487e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-908 b,kepler-908b,,,,,,,0.109,0.007,0.009,,,1.34059747,1.95e-06,1.95e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-909 b,kepler-909b,,,,,,,0.131,0.01,0.014,,,13.93290318,4.462e-05,4.462e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-91 b,kepler-91b,,0.73,0.13,0.13,0.13,0.13,1.384,0.054,0.011,,,6.24658,8.2e-05,8.2e-05,,,0.066,0.017,0.013,,,,,,,,primarytransit,2013,2014-08-15,
Kepler-910 b,kepler-910b,,,,,,,0.073,0.003,0.004,,,2.36436901,8.83e-06,8.83e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-911 b,kepler-911b,,,,,,,0.232,0.009,0.009,,,20.310501,5.659e-05,5.659e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-912 b,kepler-912b,,,,,,,0.25,0.045,0.075,,,2.53475627,7.98e-06,7.98e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-913 b,kepler-913b,,,,,,,0.184,0.005,0.007,,,10.29672521,3.426e-05,3.426e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-914 b,kepler-914b,,,,,,,0.123,0.011,0.015,,,4.40966548,1.193e-05,1.193e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-915 b,kepler-915b,,,,,,,0.134,0.017,0.029,,,4.59489604,1.413e-05,1.413e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-916 b,kepler-916b,,,,,,,0.157,0.012,0.012,,,32.2968798,0.0002489,0.0002489,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-917 b,kepler-917b,,,,,,,0.17,0.015,0.021,,,2.97041437,9.13e-06,9.13e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-918 b,kepler-918b,,,,,,,0.155,0.019,0.036,,,4.85386933,3.676e-05,3.676e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-919 b,kepler-919b,,,,,,,0.201,0.026,0.078,,,11.04603384,6.6e-05,6.6e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-92 b,kepler-92b,,0.189,0.28,0.126,0.28,0.126,0.326,0.012,0.012,,,13.748933,7.5e-05,7.5e-05,,,0.17,0.17,0.1,,,,,,,,primarytransit,2013,2015-12-15,
Kepler-92 c,kepler-92c,,0.0179,0.0277,0.011,0.0277,0.011,0.219,0.0047,0.0047,,,26.72311,0.00019,0.00019,,,0.04,0.04,0.22,,,,,,,,primarytransit,2013,2015-12-15,
Kepler-92 d,kepler-92d,,,,,,,0.1844,0.005,0.005,,,49.3568,0.0024,0.0024,,,0.07,0.04,0.34,,,,,,,,primarytransit,2015,2015-12-15,
Kepler-920 b,kepler-920b,,,,,,,0.216,0.014,0.02,,,6.53192704,2.296e-05,2.296e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-920 c,kepler-920c,,,,,,,0.339,0.025,0.052,,,100.8274113,0.0007063,0.0007063,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-921 b,kepler-921b,,,,,,,0.256,0.065,0.029,,,51.300634,0.0006728,0.0006728,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-922 b,kepler-922b,,,,,,,0.127,0.01,0.016,,,0.93846683,9.5e-07,9.5e-07,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-923 b,kepler-923b,,,,,,,0.123,0.017,0.026,,,6.93366476,3.537e-05,3.537e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-924 b,kepler-924b,,,,,,,0.274,0.054,0.099,,,61.0370117,0.0003366,0.0003366,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-925 b,kepler-925b,,,,,,,0.209,0.019,0.059,,,33.8678531,0.0001704,0.0001704,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-926 b,kepler-926b,,,,,,,0.206,0.021,0.051,,,52.0688601,0.0001903,0.0001903,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-927 b,kepler-927b,,,,,,,0.153,0.013,0.036,,,9.1149903,3.533e-05,3.533e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-928 b,kepler-928b,,,,,,,0.142,0.011,0.028,,,3.9324613,9.65e-06,9.65e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-929 b,kepler-929b,,,,,,,0.099,0.013,0.024,,,0.92103214,3.15e-06,3.15e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-93 b,kepler-93b,,0.0126,0.0021,0.0021,0.0021,0.0021,0.13230463432,0.00223035459069425,0.00223035459069425,,,4.72673978,9.7e-07,9.7e-07,,,,,,,,1037.0,,,,,primarytransit,2014,2015-11-25,
Kepler-930 b,kepler-930b,,,,,,,0.19,0.037,0.082,,,71.4517775,0.0007523,0.0007523,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-931 b,kepler-931b,,,,,,,0.119,0.008,0.012,,,8.03755877,2.315e-05,2.315e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-932 b,kepler-932b,,,,,,,0.122,0.009,0.012,,,1.9214374,2.12e-06,2.12e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-933 b,kepler-933b,,,,,,,0.219,0.014,0.021,,,14.20443009,6.185e-05,6.185e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-934 b,kepler-934b,,,,,,,0.186,0.01,0.013,,,55.6738309,0.0002829,0.0002829,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-935 b,kepler-935b,,,,,,,0.12,0.006,0.007,,,4.88083852,1.481e-05,1.481e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-936 b,kepler-936b,,,,,,,0.129,0.009,0.018,,,10.56134221,4.545e-05,4.545e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-937 b,kepler-937b,,,,,,,0.332,0.043,0.115,,,67.668827,0.0005833,0.0005833,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-937 c,kepler-937c,,,,,,,0.238,0.035,0.081,,,153.343364,0.003287,0.003287,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-938 b,kepler-938b,,,,,,,0.198,0.014,0.022,,,52.6298417,0.0002898,0.0002898,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
