# name,All planet names,Lists,mass,mass_error_min,mass_error_max,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,Radius [Rjup] lowerlimit,Radius [Rjup] upperlimit,orbital_period,orbital_period_error_min,orbital_period_error_max,Orbital period [days] lowerlimit,Orbital period [days] upperlimit,eccentricity,eccentricity_error_min,eccentricity_error_max,Eccentricity lowerlimit,Eccentricity upperlimit,temp_calculated,Equilibrium temperature [K] errorminus,Equilibrium temperature [K] errorplus,Equilibrium temperature [K] lowerlimit,Equilibrium temperature [K] upperlimit,detection_type,discovered,updated,source (xml)
Kepler-319 b,kepler-319b,,,,,,,0.145,0.021,0.021,,,4.362705,9e-06,9e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-319 c,kepler-319c,,,,,,,0.235,0.033,0.033,,,6.941357,7e-06,7e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-319 d,kepler-319d,,,,,,,0.204,0.031,0.031,,,31.781925,0.000105,0.000105,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-32 b,kepler-32b,,4.1,inf,nan,inf,nan,0.37,0.036,0.036,,,5.90124,0.0001,0.0001,,,,,,,,,,,,,primarytransit,2012,2014-05-01,
Kepler-32 c,kepler-32c,,0.5,inf,nan,inf,nan,0.33,0.036,0.036,,,8.7522,0.0003,0.0003,,,,,,,,,,,,,primarytransit,2012,2014-05-01,
Kepler-320 b,kepler-320b,,,,,,,0.102,0.048,0.048,,,8.371554,0.000162,0.000162,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-320 c,kepler-320c,,,,,,,0.122,0.057,0.057,,,17.934937,0.000281,0.000281,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-321 b,kepler-321b,,,,,,,0.158,0.03,0.03,,,4.915379,1e-05,1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-321 c,kepler-321c,,,,,,,0.207,0.04,0.04,,,13.093921,2.4e-05,2.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-322 b,kepler-322b,,,,,,,0.09,0.01,0.01,,,1.653888,6e-06,6e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-322 c,kepler-322c,,,,,,,0.149,0.016,0.016,,,4.337234,9e-06,9e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-323 b,kepler-323b,,,,,,,0.128,0.025,0.025,,,1.678327,3e-06,3e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-323 c,kepler-323c,,,,,,,0.145,0.029,0.029,,,3.553822,8e-06,8e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-324 b,kepler-324b,,,,,,,0.102,0.01,0.01,,,4.385315,2.5e-05,2.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-324 c,kepler-324c,,,,,,,0.281,0.029,0.029,,,51.805612,0.000314,0.000314,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-325 b,kepler-325b,,,,,,,0.26,0.128,0.128,,,4.544439,8e-06,8e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-325 c,kepler-325c,,,,,,,0.227,0.112,0.112,,,12.762172,6.4e-05,6.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-325 d,kepler-325d,,,,,,,0.249,0.124,0.124,,,38.715185,0.00022,0.00022,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-326 b,kepler-326b,,,,,,,0.136,0.014,0.014,,,2.248329,4e-06,4e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-326 c,kepler-326c,,,,,,,0.125,0.009,0.009,,,4.580358,1e-05,1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-326 d,kepler-326d,,,,,,,0.108,0.008,0.008,,,6.766888,2.3e-05,2.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-327 b,kepler-327b,,,,,,,0.099,0.004,0.004,,,2.549575,6e-06,6e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-327 c,kepler-327c,,,,,,,0.092,0.004,0.004,,,5.212333,1.9e-05,1.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-327 d,kepler-327d,,,,,,,0.154,0.009,0.009,,,13.969457,3.1e-05,3.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-328 b,kepler-328b,,0.069,0.198,0.019,0.198,0.019,0.206,0.076,0.076,,,34.921,,,,,,,,,,,,,,,primarytransit,2013,2013-12-20,
Kepler-328 c,kepler-328c,,0.1,0.28,0.03,0.28,0.03,0.483,0.179,0.179,,,71.312,,,,,,,,,,,,,,,primarytransit,2013,2013-12-20,
Kepler-329 b,kepler-329b,,,,,,,0.125,0.022,0.022,,,7.416397,4.6e-05,4.6e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-329 c,kepler-329c,,,,,,,0.172,0.026,0.026,,,18.684737,8.9e-05,8.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-33 b,kepler-33b,,,,,,,0.16,0.02,0.02,,,5.66793,0.00012,0.00012,,,,,,,,,,,,,primarytransit,2012,2012-12-06,
Kepler-33 c,kepler-33c,,,,,,,0.29,0.027,0.027,,,13.17562,0.00014,0.00014,,,,,,,,,,,,,primarytransit,2012,2012-12-06,
Kepler-33 d,kepler-33d,,,,,,,0.48,0.04,0.04,,,21.77596,0.00011,0.00011,,,,,,,,,,,,,primarytransit,2012,2012-12-06,
Kepler-33 e,kepler-33e,,,,,,,0.36,0.034,0.034,,,31.7844,0.00039,0.00039,,,,,,,,,,,,,primarytransit,2012,2012-12-06,
Kepler-33 f,kepler-33f,,,,,,,0.4,0.037,0.037,,,41.02902,0.00042,0.00042,,,,,,,,,,,,,primarytransit,2012,2012-12-06,
Kepler-330 b,kepler-330b,,,,,,,0.12,0.047,0.047,,,8.25978,7.6e-05,7.6e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-330 c,kepler-330c,,,,,,,0.174,0.064,0.064,,,15.955387,7.6e-05,7.6e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-331 b,kepler-331b,,,,,,,0.162,0.017,0.017,,,8.457496,2.4e-05,2.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-331 c,kepler-331c,,,,,,,0.164,0.017,0.017,,,17.28111,6.4e-05,6.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-331 d,kepler-331d,,,,,,,0.146,0.015,0.015,,,32.134328,0.000216,0.000216,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-332 b,kepler-332b,,,,,,,0.104,0.007,0.007,,,7.626324,2.8e-05,2.8e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-332 c,kepler-332c,,,,,,,0.097,0.007,0.007,,,15.995622,0.000108,0.000108,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-332 d,kepler-332d,,,,,,,0.105,0.007,0.007,,,34.21154,0.000326,0.000326,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-333 b,kepler-333b,,,,,,,0.118,0.014,0.014,,,12.551158,4.4e-05,4.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-333 c,kepler-333c,,,,,,,0.099,0.018,0.018,,,24.08821,0.000207,0.000207,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-334 b,kepler-334b,,,,,,,0.1,0.019,0.019,,,5.470319,2.1e-05,2.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-334 c,kepler-334c,,,,,,,0.128,0.023,0.023,,,12.758005,5.5e-05,5.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-334 d,kepler-334d,,,,,,,0.126,0.023,0.023,,,25.09849,0.000142,0.000142,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-335 b,kepler-335b,,,,,,,0.302,0.06,0.06,,,6.562331,3.1e-05,3.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-335 c,kepler-335c,,,,,,,0.274,0.059,0.059,,,67.844469,0.001423,0.001423,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-336 b,kepler-336b,,,,,,,0.091,0.017,0.017,,,2.024823,1.7e-05,1.7e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-336 c,kepler-336c,,,,,,,0.187,0.033,0.033,,,9.600001,3.5e-05,3.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-336 d,kepler-336d,,,,,,,0.211,0.043,0.043,,,20.678772,0.000102,0.000102,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-337 b,kepler-337b,,,,,,,0.137,0.038,0.038,,,3.292781,1.9e-05,1.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-337 c,kepler-337c,,,,,,,0.183,0.051,0.051,,,9.693201,4.7e-05,4.7e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-338 b,kepler-338b,,0.0963,0.0664,0.0761,0.0664,0.0761,0.23,0.012,0.012,,,13.72699,0.00047,0.00047,,,0.04,0.04,0.27,,,,,,,,primarytransit,2014,2015-12-18,
Kepler-338 c,kepler-338c,,,,,,,0.221,0.012,0.012,,,24.31168,0.00087,0.00087,,,0.03,0.03,0.24,,,,,,,,primarytransit,2014,2015-12-18,
Kepler-338 d,kepler-338d,,,,,,,0.237,0.013,0.013,,,44.4287,0.0016,0.0016,,,0.03,0.03,0.22,,,,,,,,primarytransit,2014,2015-12-18,
Kepler-338 e,kepler-338e,,0.027,0.02,0.023,0.02,0.023,0.1416,0.0074,0.0074,,,9.34149,0.0004,0.0004,,,0.05,0.05,0.23,,,,,,,,ttv,2014,2015-12-18,
Kepler-339 b,kepler-339b,,,,,,,0.127,0.059,0.059,,,4.977656,1.9e-05,1.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-339 c,kepler-339c,,,,,,,0.103,0.046,0.046,,,6.988055,5.3e-05,5.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-339 d,kepler-339d,,,,,,,0.104,0.047,0.047,,,10.558345,8.1e-05,8.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-34 (AB)  b,kepler-34(ab)b,,0.219928892804,0.00997388541043954,0.0109807129597584,0.00997388541043954,0.0109807129597584,0.763673411854,0.0133821275441655,0.0133821275441655,,,288.822,0.081,0.081,,,0.182,0.02,0.02,,,,,,,,primarytransit,2012,2016-02-23,
Kepler-340 b,kepler-340b,,,,,,,0.226,0.054,0.054,,,14.844387,0.000473,0.000473,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-340 c,kepler-340c,,,,,,,0.301,0.069,0.069,,,22.824669,0.000481,0.000481,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-341 b,kepler-341b,,,,,,,0.105,0.055,0.055,,,5.195528,5.3e-05,5.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-341 c,kepler-341c,,,,,,,0.152,0.077,0.077,,,8.01041,4.9e-05,4.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-341 d,kepler-341d,,,,,,,0.165,0.084,0.084,,,27.666313,0.000297,0.000297,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-341 e,kepler-341e,,,,,,,0.178,0.092,0.092,,,42.473269,0.000633,0.000633,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-342 b,kepler-342b,,,,,,,0.201,0.036,0.036,,,15.170318,5.9e-05,5.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-342 c,kepler-342c,,,,,,,0.175,0.031,0.031,,,26.234138,0.000163,0.000163,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-342 d,kepler-342d,,,,,,,0.222,0.043,0.043,,,39.459357,0.000375,0.000375,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-342 e,kepler-342e,,,,,,,0.079,0.005,0.007,,,1.64422461,6.21e-06,6.21e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-343 b,kepler-343b,,,,,,,0.215,0.045,0.045,,,8.96855,5.8e-05,5.8e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-343 c,kepler-343c,,,,,,,0.18,0.034,0.034,,,23.22182,0.000234,0.000234,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-344 b,kepler-344b,,,,,,,0.233,0.109,0.109,,,21.963945,0.000108,0.000108,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-344 c,kepler-344c,,,,,,,0.263,0.123,0.123,,,125.596809,0.001728,0.001728,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-345 b,kepler-345b,,,,,,,0.066,0.005,0.005,,,7.415563,5.4e-05,5.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-345 c,kepler-345c,,,,,,,0.107,0.006,0.006,,,9.387427,2.8e-05,2.8e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-346 b,kepler-346b,,,,,,,0.237,0.111,0.111,,,6.511127,1.7e-05,1.7e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-346 c,kepler-346c,,,,,,,0.274,0.13,0.13,,,23.851549,9.8e-05,9.8e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-347 b,kepler-347b,,,,,,,0.176,0.084,0.084,,,12.79836,0.000106,0.000106,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-347 c,kepler-347c,,,,,,,0.156,0.075,0.075,,,27.320871,0.000457,0.000457,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-348 b,kepler-348b,,,,,,,0.136,0.026,0.026,,,7.05677,3.1e-05,3.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-348 c,kepler-348c,,,,,,,0.119,0.022,0.022,,,17.265427,0.000179,0.000179,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-349 b,kepler-349b,,,,,,,0.17,0.064,0.064,,,5.929778,2e-05,2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-349 c,kepler-349c,,,,,,,0.175,0.066,0.066,,,12.247629,6.3e-05,6.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-35 (AB) b,kepler-35(ab)b,,0.126797344492,0.0199792341817953,0.0199792341817953,0.0199792341817953,0.0199792341817953,0.727987738403,0.0133821275441655,0.0133821275441655,,,131.458,0.105,0.105,,,0.042,0.004,0.004,,,,,,,,primarytransit,2012,2016-02-23,
Kepler-350 b,kepler-350b,,,,,,,0.165,0.034,0.034,,,11.189562,0.000119,0.000119,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-350 c,kepler-350c,,0.0176,0.054,0.004,0.054,0.004,0.277,0.125,0.125,,,17.849,,,,,,,,,,,,,,,primarytransit,2013,2013-12-29,
Kepler-350 d,kepler-350d,,0.048,0.128,0.014,0.128,0.014,0.25,0.092,0.092,,,26.136,,,,,,,,,,,,,,,primarytransit,2013,2013-12-29,
Kepler-351 b,kepler-351b,,,,,,,0.273,0.138,0.138,,,37.054919,0.000484,0.000484,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-351 c,kepler-351c,,,,,,,0.285,0.138,0.138,,,57.24809,0.000599,0.000599,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-351 d,kepler-351d,,,,,,,0.243,0.027,0.017,,,142.544247,0.002303,0.002303,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-352 b,kepler-352b,,,,,,,0.077,0.007,0.007,,,10.05537,0.000194,0.000194,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-352 c,kepler-352c,,,,,,,0.111,0.009,0.009,,,16.332995,0.000272,0.000272,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-353 b,kepler-353b,,,,,,,0.079,0.005,0.005,,,5.795278,5.5e-05,5.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-353 c,kepler-353c,,,,,,,0.123,0.006,0.006,,,8.410894,3.9e-05,3.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-354 b,kepler-354b,,,,,,,0.164,0.052,0.052,,,5.47666,2.4e-05,2.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-354 c,kepler-354c,,,,,,,0.117,0.037,0.037,,,16.934402,0.000228,0.000228,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-354 d,kepler-354d,,,,,,,0.111,0.036,0.036,,,24.209842,0.000403,0.000403,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-355 b,kepler-355b,,,,,,,0.13,0.059,0.059,,,11.03189,0.000338,0.000338,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-355 c,kepler-355c,,,,,,,0.242,0.109,0.109,,,25.762294,0.000267,0.000267,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-356 b,kepler-356b,,,,,,,0.14,0.026,0.026,,,4.612696,2.1e-05,2.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-356 c,kepler-356c,,,,,,,0.161,0.029,0.029,,,13.121632,8.8e-05,8.8e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-357 b,kepler-357b,,,,,,,0.164,0.096,0.096,,,6.475434,3.4e-05,3.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-357 c,kepler-357c,,,,,,,0.238,0.14,0.14,,,16.85837,8.1e-05,8.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-357 d,kepler-357d,,,,,,,0.306,0.182,0.182,,,49.499875,0.00046,0.00046,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-358 b,kepler-358b,,,,,,,0.243,0.121,0.121,,,34.060467,0.000194,0.000194,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-358 c,kepler-358c,,,,,,,0.254,0.128,0.128,,,83.488369,0.00083,0.00083,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-359 b,kepler-359b,,,,,,,0.315,0.146,0.146,,,25.563222,0.000202,0.000202,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-359 c,kepler-359c,,,,,,,0.384,0.178,0.178,,,57.68802,0.000545,0.000545,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-359 d,kepler-359d,,,,,,,0.358,0.17,0.17,,,77.095691,0.001453,0.001453,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-36 b,kepler-36b,,0.014032658968631,0.000943900827486392,0.000943900827486392,0.000943900827486392,0.000943900827486392,0.132036991769099,0.0026764255088331,0.0026764255088331,,,13.83989,0.006,0.0082,,,,,,,,,,,,,primarytransit,2012,2013-11-05,
Kepler-36 c,kepler-36c,,0.0254149,0.001457,0.0018872,0.001457,0.0018872,0.3282,0.0048,0.0048,,,16.23855,0.00038,0.00054,,,,,,,,,,,,,primarytransit,2012,2014-05-22,
Kepler-360 b,kepler-360b,,,,,,,0.147,0.07,0.07,,,3.289672,1.2e-05,1.2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-360 c,kepler-360c,,,,,,,0.187,0.089,0.089,,,7.186434,2.9e-05,2.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-361 b,kepler-361b,,,,,,,0.129,0.025,0.025,,,8.486616,8.4e-05,8.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-361 c,kepler-361c,,,,,,,0.225,0.043,0.043,,,55.188023,0.000655,0.000655,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-362 b,kepler-362b,,,,,,,0.079,0.034,0.034,,,10.327186,0.000101,0.000101,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-362 c,kepler-362c,,,,,,,0.129,0.054,0.054,,,37.866281,0.000298,0.000298,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-363 b,kepler-363b,,,,,,,0.103,0.017,0.017,,,3.614568,5.3e-05,5.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-363 c,kepler-363c,,,,,,,0.151,0.024,0.024,,,7.542427,5.8e-05,5.8e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-363 d,kepler-363d,,,,,,,0.183,0.036,0.036,,,11.932125,9.3e-05,9.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-364 b,kepler-364b,,,,,,,0.138,0.033,0.033,,,25.745718,0.000548,0.000548,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-364 c,kepler-364c,,,,,,,0.192,0.037,0.037,,,59.980627,0.000879,0.000879,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-365 b,kepler-365b,,,,,,,0.182,0.087,0.087,,,10.664903,6.9e-05,6.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-365 c,kepler-365c,,,,,,,0.146,0.069,0.069,,,17.784129,0.000215,0.000215,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-366 b,kepler-366b,,,,,,,0.13,0.059,0.059,,,3.281959,2.2e-05,2.2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-366 c,kepler-366c,,,,,,,0.16,0.072,0.072,,,12.51616,9.5e-05,9.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-367 b,kepler-367b,,,,,,,0.116,0.014,0.014,,,37.815724,0.000279,0.000279,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-367 c,kepler-367c,,,,,,,0.107,0.014,0.014,,,53.578637,0.000382,0.000382,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-368 b,kepler-368b,,,,,,,0.291,0.081,0.081,,,26.84768,0.000326,0.000326,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-368 c,kepler-368c,,,,,,,0.346,0.096,0.096,,,72.379334,0.00137,0.00137,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-369 b,kepler-369b,,,,,,,0.101,0.005,0.005,,,2.732756,9e-06,9e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-369 c,kepler-369c,,,,,,,0.126,0.005,0.005,,,14.871572,8.3e-05,8.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-37 b,kepler-37b,,0.00874681433471,0.0116414435389988,0.0116414435389988,0.0116414435389988,0.0116414435389988,0.0285485387609,0.0017842836725554,0.0017842836725554,,,13.367308,8.5e-05,5.8e-05,,,,,,,,,,,,,primarytransit,2013,2015-11-23,
Kepler-37 c,kepler-37c,,0.0314633609162,,,,,0.0669106377208,0.0026764255088331,0.0026764255088331,,,21.301886,4.4e-05,4.6e-05,,,,,,,,,,,,,primarytransit,2013,2015-11-23,
Kepler-37 d,kepler-37d,,0.0383853003178,,,,,0.173075516238,0.00535285101766619,0.00535285101766619,,,39.792187,4.3e-05,4e-05,,,,,,,,,,,,,primarytransit,2013,2015-11-23,
Kepler-370 b,kepler-370b,,,,,,,0.142,0.07,0.07,,,4.57953,4.1e-05,4.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-370 c,kepler-370c,,,,,,,0.17,0.079,0.079,,,19.02293,0.000177,0.000177,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-371 b,kepler-371b,,,,,,,0.169,0.046,0.046,,,34.763278,0.000351,0.000351,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-371 c,kepler-371c,,,,,,,0.159,0.04,0.04,,,67.968015,0.00107,0.00107,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-372 b,kepler-372b,,,,,,,0.121,0.053,0.053,,,6.849692,0.000134,0.000134,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-372 c,kepler-372c,,,,,,,0.186,0.08,0.08,,,20.053763,0.00019,0.00019,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-372 d,kepler-372d,,,,,,,0.151,0.065,0.065,,,30.092568,0.00068,0.00068,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-373 b,kepler-373b,,,,,,,0.121,0.06,0.06,,,5.535309,2.9e-05,2.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-373 c,kepler-373c,,,,,,,0.111,0.055,0.055,,,16.725948,0.000227,0.000227,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-374 b,kepler-374b,,,,,,,0.092,0.048,0.048,,,1.897806,1.1e-05,1.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-374 c,kepler-374c,,,,,,,0.098,0.051,0.051,,,3.282807,2e-05,2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-374 d,kepler-374d,,,,,,,0.117,0.062,0.062,,,5.028219,4e-05,4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-375 b,kepler-375b,,,,,,,0.129,0.045,0.045,,,12.125934,0.000204,0.000204,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-375 c,kepler-375c,,,,,,,0.236,0.086,0.086,,,19.986326,0.000184,0.000184,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-376 b,kepler-376b,,,,,,,0.095,0.02,0.02,,,4.920199,7.3e-05,7.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-376 c,kepler-376c,,,,,,,0.16,0.032,0.032,,,14.172327,0.000108,0.000108,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-377 b,kepler-377b,,,,,,,0.124,0.024,0.024,,,12.509529,0.000257,0.000257,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-377 c,kepler-377c,,,,,,,0.184,0.035,0.035,,,27.014976,0.000347,0.000347,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-378 b,kepler-378b,,,,,,,0.067,0.013,0.013,,,16.092361,7.3e-05,7.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-378 c,kepler-378c,,,,,,,0.062,0.004,0.004,,,28.906009,0.000216,0.000216,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-379 b,kepler-379b,,,,,,,0.148,0.028,0.028,,,20.09838,0.00018,0.00018,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-379 c,kepler-379c,,,,,,,0.204,0.038,0.038,,,62.784697,0.000661,0.000661,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-38 (AB) b,kepler-38(ab)b,,0.38,0.38,0.0,0.38,0.0,0.39,0.01,0.01,,,105.595,0.038,0.038,,,,,,,,,,,,,primarytransit,2012,2016-02-23,
Kepler-380 b,kepler-380b,,,,,,,0.106,0.021,0.021,,,3.930821,3.8e-05,3.8e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-380 c,kepler-380c,,,,,,,0.113,0.025,0.025,,,7.630004,7.3e-05,7.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
