# name,All planet names,Lists,mass,mass_error_min,mass_error_max,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,Radius [Rjup] lowerlimit,Radius [Rjup] upperlimit,orbital_period,orbital_period_error_min,orbital_period_error_max,Orbital period [days] lowerlimit,Orbital period [days] upperlimit,eccentricity,eccentricity_error_min,eccentricity_error_max,Eccentricity lowerlimit,Eccentricity upperlimit,temp_calculated,Equilibrium temperature [K] errorminus,Equilibrium temperature [K] errorplus,Equilibrium temperature [K] lowerlimit,Equilibrium temperature [K] upperlimit,detection_type,discovered,updated,source (xml)
Kepler-604 b,Kepler-604 b,,,,,,,0.231,0.024,0.044,,,25.85501786,9.434e-05,9.434e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-605 b,Kepler-605 b,,,,,,,0.128,0.008,0.015,,,3.38353807,5.11e-06,5.11e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-605 c,Kepler-605 c,,,,,,,0.077,0.005,0.01,,,2.35895152,8.37e-06,8.37e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-606 b,Kepler-606 b,,,,,,,0.295,0.045,0.113,,,24.31575992,7.998e-05,7.998e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-607 b,Kepler-607 b,,,,,,,0.078,0.006,0.005,,,0.6381632,1.68e-06,1.68e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-608 b,Kepler-608 b,,,,,,,0.325,0.039,0.064,,,6.41251504,5.42e-06,5.42e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-609 b,Kepler-609 b,,,,,,,0.299,0.039,0.095,,,6.52121067,8.64e-06,8.64e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-61 b,Kepler-61 b,,,,,,,0.192,0.0116,0.0116,,,59.87756,0.0002,0.0002,,,0.25,0.25,0.0,,,,,,,,Primary Transit,2012,2014-05-28,
Kepler-610 b,Kepler-610 b,,,,,,,0.374,0.04,0.103,,,6.99692655,5.59e-06,5.59e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-610 c,Kepler-610 c,,,,,,,0.294,0.033,0.075,,,151.86392,0.001118,0.001118,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-611 b,Kepler-611 b,,,,,,,0.147,0.013,0.045,,,2.4370333,5.03e-06,5.03e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-612 b,Kepler-612 b,,,,,,,0.253,0.024,0.059,,,3.72215641,3.76e-06,3.76e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-613 b,Kepler-613 b,,,,,,,0.204,0.015,0.036,,,15.77979614,4.258e-05,4.258e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-614 b,Kepler-614 b,,,,,,,0.213,0.015,0.018,,,14.03491514,2.597e-05,2.597e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-615 b,Kepler-615 b,,,,,,,0.155,0.009,0.008,,,10.35584657,1.854e-05,1.854e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-616 b,Kepler-616 b,,,,,,,0.217,0.018,0.029,,,9.99761851,2.138e-05,2.138e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-616 c,Kepler-616 c,,,,,,,0.304,0.027,0.051,,,90.4113556,0.0004522,0.0004522,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-617 b,Kepler-617 b,,,,,,,0.118,0.006,0.006,,,1.68269615,1.11e-06,1.11e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-618 b,Kepler-618 b,,,,,,,0.232,0.037,0.07,,,3.59576964,8.82e-06,8.82e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-619 b,Kepler-619 b,,,,,,,0.282,0.028,0.058,,,5.4042722,5.55e-06,5.55e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-619 c,Kepler-619 c,,,,,,,0.151,0.015,0.035,,,1.20846503,1.67e-06,1.67e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-62 b,Kepler-62 b,,0.028,0.028,0.0,0.028,0.0,0.117,0.0036,0.0036,,,5.714932,9e-06,9e-06,,,,,,,,,,,,,Primary Transit,2013,2014-05-22,
Kepler-62 c,Kepler-62 c,,0.0126,0.0126,0.0,0.0126,0.0,0.048,0.0027,0.0027,,,12.4417,0.0001,0.0001,,,,,,,,,,,,,Primary Transit,2013,2014-05-22,
Kepler-62 d,Kepler-62 d,,0.044,0.044,0.0,0.044,0.0,0.174,0.0063,0.0063,,,18.16406,2e-05,2e-05,,,,,,,,,,,,,Primary Transit,2013,2014-05-22,
Kepler-62 e,Kepler-62 e,,0.113,0.113,0.0,0.113,0.0,0.144,0.0045,0.0045,,,122.3874,0.0008,0.0008,,,,,,,,,,,,,Primary Transit,2013,2014-05-22,
Kepler-62 f,Kepler-62 f,,0.11,0.11,0.0,0.11,0.0,0.126,0.0063,0.0063,,,267.291,0.005,0.005,,,,,,,,,,,,,Primary Transit,2013,2014-05-22,
Kepler-620 b,Kepler-620 b,,,,,,,0.296,0.062,0.109,,,12.91375431,4.951e-05,4.951e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-621 b,Kepler-621 b,,,,,,,0.205,0.017,0.006,,,2.62811375,1.77e-06,1.77e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-622 b,Kepler-622 b,,,,,,,0.19,0.014,0.025,,,14.28226676,2.663e-05,2.663e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-623 b,Kepler-623 b,,,,,,,0.269,0.019,0.03,,,9.07097734,1.283e-05,1.283e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-624 b,Kepler-624 b,,,,,,,0.206,0.021,0.029,,,14.58649607,2.876e-05,2.876e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-625 b,Kepler-625 b,,,,,,,0.178,0.004,0.005,,,7.75192492,1.063e-05,1.063e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-625 c,Kepler-625 c,,,,,,,0.094,0.003,0.004,,,4.1653651,1.304e-05,1.304e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-626 b,Kepler-626 b,,,,,,,0.204,0.018,0.025,,,14.48585199,2.363e-05,2.363e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-627 b,Kepler-627 b,,,,,,,0.333,0.073,0.143,,,40.6994443,0.0001783,0.0001783,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-628 b,Kepler-628 b,,,,,,,0.749,0.126,0.145,,,15.4580567,2.95e-06,2.95e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-629 b,Kepler-629 b,,,,,,,0.123,0.004,0.005,,,7.2385854,1.18e-05,1.18e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-63 b,Kepler-63 b,,,,,,,0.545,0.02,0.02,,,9.4341505,1e-06,1e-06,,,,,,,,,,,,,Primary Transit,2013,2014-05-28,
Kepler-630 b,Kepler-630 b,,,,,,,0.284,0.03,0.03,,,161.4743937,0.0009011,0.0009011,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-631 b,Kepler-631 b,,,,,,,0.259,0.021,0.029,,,17.97979059,3.77e-05,3.77e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-632 b,Kepler-632 b,,,,,,,0.197,0.007,0.029,,,30.99660733,4.756e-05,4.756e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-633 b,Kepler-633 b,,,,,,,0.145,0.019,0.028,,,8.50340718,2.68e-05,2.68e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-634 b,Kepler-634 b,,,,,,,0.169,0.022,0.027,,,5.16950177,1.029e-05,1.029e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-635 b,Kepler-635 b,,,,,,,0.236,0.024,0.032,,,23.44971004,7.672e-05,7.672e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-636 b,Kepler-636 b,,,,,,,0.397,0.012,0.012,,,16.08066115,5.6e-06,5.6e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-637 b,Kepler-637 b,,,,,,,0.424,0.05,0.045,,,23.20584623,5.368e-05,5.368e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-638 b,Kepler-638 b,,,,,,,0.163,0.028,0.05,,,6.07972888,1.513e-05,1.513e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-639 b,Kepler-639 b,,,,,,,0.212,0.03,0.049,,,10.21420496,2.131e-05,2.131e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-64 (AB) b,Kepler-64 (AB) b,,0.53,0.53,0.0,0.53,0.0,0.553,0.015,0.015,,,138.506,0.1,0.1,,,0.0539,0.0081,0.0081,,,,,,,,Primary Transit,2013,2016-03-09,
Kepler-640 b,Kepler-640 b,,,,,,,0.228,0.02,0.007,,,22.24813967,3.515e-05,3.515e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-641 b,Kepler-641 b,,,,,,,0.165,0.022,0.028,,,9.48961571,2.398e-05,2.398e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-642 b,Kepler-642 b,,,,,,,0.259,0.05,0.116,,,4.41745855,6.6e-06,6.6e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-643 b,Kepler-643 b,,,,,,,0.906,0.024,0.031,,,16.33889626,1.826e-05,1.826e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-644 b,Kepler-644 b,,,,,,,0.281,0.054,0.103,,,3.1739171,4.23e-06,4.23e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-645 b,Kepler-645 b,,,,,,,0.187,0.025,0.056,,,3.27582262,4.77e-06,4.77e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-646 b,Kepler-646 b,,,,,,,0.178,0.017,0.033,,,15.87364565,4.3e-05,4.3e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-647 b,Kepler-647 b,,,,,,,0.104,0.01,0.012,,,16.2254649,0.0001556,0.0001556,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-648 b,Kepler-648 b,,,,,,,0.287,0.021,0.011,,,17.4211749,2.066e-05,2.066e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-649 b,Kepler-649 b,,,,,,,0.202,0.011,0.012,,,29.90722674,5.373e-05,5.373e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-65 b,Kepler-65 b,,,,,,,0.1257,0.0015,0.0015,,,2.1549156,2.5e-06,2.5e-06,,,0.02,0.02,0.17,,,,,,,,Primary Transit,2013,2015-12-02,
Kepler-65 c,Kepler-65 c,,0.084,0.058,0.064,0.058,0.064,0.2294,0.0029,0.0029,,,5.8599408,2.3e-06,2.3e-06,,,0.08,0.08,0.13,,,,,,,,Primary Transit,2013,2015-12-02,
Kepler-65 d,Kepler-65 d,,,,,,,0.1344,0.0036,0.0036,,,8.131231,2.1e-05,2.1e-05,,,0.1,0.1,0.23,,,,,,,,Primary Transit,2013,2015-12-02,
Kepler-650 b,Kepler-650 b,,,,,,,0.264,0.04,0.045,,,3.03214559,3.31e-06,3.31e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-651 b,Kepler-651 b,,,,,,,0.211,0.012,0.02,,,21.38521506,3.88e-05,3.88e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-652 b,Kepler-652 b,,,,,,,0.222,0.004,0.005,,,4.18200253,1.72e-06,1.72e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-653 b,Kepler-653 b,,,,,,,0.174,0.023,0.026,,,14.70748976,3.759e-05,3.759e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-653 c,Kepler-653 c,,,,,,,0.07,0.011,0.012,,,0.90037648,3.63e-06,3.63e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-654 b,Kepler-654 b,,,,,,,0.185,0.023,0.033,,,13.72465129,5.006e-05,5.006e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-655 b,Kepler-655 b,,,,,,,0.242,0.024,0.037,,,46.4063358,0.0001651,0.0001651,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-656 b,Kepler-656 b,,,,,,,0.278,0.03,0.019,,,1.26025909,6.6e-07,6.6e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-657 b,Kepler-657 b,,,,,,,0.314,0.029,0.062,,,24.54350418,6.435e-05,6.435e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-658 b,Kepler-658 b,,,,,,,0.145,0.005,0.005,,,1.28707676,1.19e-06,1.19e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-659 b,Kepler-659 b,,,,,,,0.223,0.021,0.029,,,17.671796,5.558e-05,5.558e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-66 b,Kepler-66 b,,0.31,0.07,0.07,0.07,0.07,0.25,0.006,0.006,,,17.815815,7.5e-05,7.5e-05,,,,,,,,,,,,,Primary Transit,2013,2013-06-27,
Kepler-660 b,Kepler-660 b,,,,,,,0.229,0.015,0.01,,,9.27358194,1.178e-05,1.178e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-661 b,Kepler-661 b,,,,,,,0.274,0.019,0.011,,,6.02930132,5.36e-06,5.36e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-662 b,Kepler-662 b,,,,,,,0.194,0.011,0.01,,,21.67697486,6.711e-05,6.711e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-663 b,Kepler-663 b,,,,,,,0.232,0.014,0.018,,,4.99678284,1.448e-05,1.448e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-664 b,Kepler-664 b,,,,,,,0.237,0.022,0.061,,,2.52559332,3.67e-06,3.67e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-665 b,Kepler-665 b,,,,,,,0.232,0.013,0.013,,,16.01310205,4.308e-05,4.308e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-666 b,Kepler-666 b,,,,,,,0.214,0.025,0.052,,,4.49876092,1.769e-05,1.769e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-667 b,Kepler-667 b,,,,,,,0.422,0.025,0.035,,,41.43962808,8.183e-05,8.183e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-668 b,Kepler-668 b,,,,,,,0.241,0.016,0.021,,,8.35390639,1.695e-05,1.695e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-669 b,Kepler-669 b,,,,,,,0.431,0.049,0.114,,,4.12554687,3.1e-06,3.1e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-67 b,Kepler-67 b,,0.31,0.06,0.06,0.06,0.06,0.26,0.014,0.014,,,15.7259,0.00011,0.00011,,,,,,,,,,,,,Primary Transit,2013,2013-06-27,
Kepler-670 b,Kepler-670 b,,,,,,,1.176,0.108,0.262,,,2.81650485,1.5e-07,1.5e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-671 b,Kepler-671 b,,,,,,,0.24,0.018,0.044,,,4.28095859,6.48e-06,6.48e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-672 b,Kepler-672 b,,,,,,,0.223,0.016,0.029,,,38.3774623,0.0001555,0.0001555,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-673 b,Kepler-673 b,,,,,,,0.583,0.043,0.047,,,3.72873109,9.3e-07,9.3e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-674 b,Kepler-674 b,,,,,,,0.151,0.006,0.009,,,2.24338185,2.72e-06,2.72e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-675 b,Kepler-675 b,,,,,,,0.218,0.014,0.021,,,2.33743801,2.07e-06,2.07e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-676 b,Kepler-676 b,,,,,,,0.271,0.03,0.012,,,11.59822172,1.399e-05,1.399e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-677 b,Kepler-677 b,,,,,,,0.48,0.037,0.104,,,6.57531678,3.69e-06,3.69e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-678 b,Kepler-678 b,,,,,,,0.459,0.031,0.059,,,7.27503724,4.27e-06,4.27e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-679 b,Kepler-679 b,,,,,,,0.269,0.035,0.029,,,12.39358604,3.829e-05,3.829e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-68 b,Kepler-68 b,,0.0188,0.0053,0.0053,0.0053,0.0053,0.206,0.05,0.08,,,5.3987533,1.3e-06,1.3e-06,,,0.02,0.02,0.13,,,1280.0,,,,,Primary Transit,2013,2015-11-30,
Kepler-68 c,Kepler-68 c,,0.00686,0.011,0.011,0.011,0.011,0.0827,0.0022,0.0022,,,9.604979,4.5e-05,4.5e-05,,,0.42,0.1,0.41,,,,,,,,Primary Transit,2013,2015-11-30,
Kepler-68 d,Kepler-68 d,,0.84,0.05,0.05,0.05,0.05,,,,,,625.0,16.0,16.0,,,0.18,0.05,0.05,,,,,,,,Radial Velocity,2013,2015-11-30,
Kepler-680 b,Kepler-680 b,,,,,,,0.216,0.022,0.073,,,3.68992629,9.43e-06,9.43e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-681 b,Kepler-681 b,,,,,,,0.275,0.014,0.014,,,26.39435646,6.078e-05,6.078e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-682 b,Kepler-682 b,,,,,,,0.658,0.045,0.069,,,12.61190667,6.46e-06,6.46e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-683 b,Kepler-683 b,,,,,,,0.176,0.015,0.03,,,2.53918318,5.11e-06,5.11e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-684 b,Kepler-684 b,,,,,,,0.3,0.027,0.027,,,6.77030201,8.86e-06,8.86e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-685 b,Kepler-685 b,,,,,,,0.944,0.106,0.273,,,1.6255222,1.5e-07,1.5e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-686 b,Kepler-686 b,,,,,,,1.084,0.09,0.176,,,1.59474546,1.1e-07,1.1e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-687 b,Kepler-687 b,,,,,,,0.314,0.018,0.014,,,20.50586978,2.828e-05,2.828e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-688 b,Kepler-688 b,,,,,,,0.871,0.087,0.157,,,3.89593684,8e-07,8e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-689 b,Kepler-689 b,,,,,,,0.258,0.021,0.031,,,22.36656079,9.811e-05,9.811e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-69 b,Kepler-69 b,,,,,,,0.199,0.026,0.039,,,13.722341,3.6e-05,3.6e-05,,,0.16,0.001,0.17,,,,,,,,Primary Transit,2013,2014-05-28,
Kepler-69 c,Kepler-69 c,,,,,,,0.153,0.021,0.03,,,242.4613,0.0059,0.0064,,,0.14,0.1,0.18,,,,,,,,Primary Transit,2013,2014-07-10,
Kepler-690 b,Kepler-690 b,,,,,,,0.531,0.067,0.163,,,7.74809437,7.63e-06,7.63e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-691 b,Kepler-691 b,,,,,,,0.186,0.008,0.008,,,8.114379,1.125e-05,1.125e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-692 b,Kepler-692 b,,,,,,,0.277,0.021,0.033,,,21.81293494,7.14e-05,7.14e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-693 b,Kepler-693 b,,,,,,,0.908,0.069,0.045,,,15.37563332,1.072e-05,1.072e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-694 b,Kepler-694 b,,,,,,,0.25,0.02,0.046,,,6.36584161,8.1e-06,8.1e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-695 b,Kepler-695 b,,,,,,,0.822,0.05,0.063,,,3.04033042,3e-07,3e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-696 b,Kepler-696 b,,,,,,,0.548,0.062,0.145,,,4.19042557,1.6e-06,1.6e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-697 b,Kepler-697 b,,,,,,,0.368,0.028,0.049,,,3.70987065,3.05e-06,3.05e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-698 b,Kepler-698 b,,,,,,,0.328,0.04,0.04,,,16.32976218,3.512e-05,3.512e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-699 b,Kepler-699 b,,,,,,,1.259,0.108,0.124,,,27.80756293,5.29e-06,5.29e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-7 b,Kepler-7 b,,0.433,0.042,0.041,0.042,0.041,1.614,0.015,0.015,,,4.885525,4e-05,4e-05,,,0.1,0.1,0.1,,,1586.0,,,,,Primary Transit,2010,2015-02-26,
Kepler-70  b,Kepler-70  b,,0.014,,,,,0.068,,,,,0.2401,4e-06,4e-06,,,,,,,,,,,,,Imaging,2011,2016-02-24,
Kepler-70 c,Kepler-70 c,,0.0021,,,,,0.078,,,,,0.34289,1.3e-05,1.3e-05,,,,,,,,,,,,,Imaging,2011,2016-02-24,
Kepler-700 b,Kepler-700 b,,,,,,,0.534,0.045,0.081,,,80.8720639,0.0001727,0.0001727,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-701 b,Kepler-701 b,,,,,,,0.253,0.04,0.02,,,10.35533177,2.064e-05,2.064e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-702 b,Kepler-702 b,,,,,,,0.818,0.052,0.075,,,10.52629406,1.9e-06,1.9e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-703 b,Kepler-703 b,,,,,,,0.732,0.124,0.331,,,4.58352176,1.73e-06,1.73e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-704 b,Kepler-704 b,,,,,,,0.233,0.038,0.054,,,3.76182115,1.161e-05,1.161e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-705 b,Kepler-705 b,,,,,,,0.188,0.007,0.009,,,56.0560538,0.0002486,0.0002486,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-706 b,Kepler-706 b,,,,,,,1.175,0.079,0.106,,,41.40831347,6.96e-06,6.96e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-707 b,Kepler-707 b,,,,,,,0.119,0.009,0.008,,,2.23749275,4.68e-06,4.68e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-708 b,Kepler-708 b,,,,,,,0.261,0.025,0.057,,,3.16789194,3.84e-06,3.84e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-709 b,Kepler-709 b,,,,,,,0.261,0.017,0.016,,,16.08524954,2.644e-05,2.644e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-71 b,Kepler-71 b,,,,,,,1.0452,0.5,0.5,,,3.905081,7.2e-05,7.2e-05,,,0.0,,,,,,,,,,Primary Transit,2013,2013-10-28,
Kepler-710 b,Kepler-710 b,,,,,,,0.168,0.013,0.021,,,4.34728553,8.34e-06,8.34e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-711 b,Kepler-711 b,,,,,,,0.304,0.056,0.03,,,23.58914398,6.647e-05,6.647e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-712 b,Kepler-712 b,,,,,,,0.304,0.01,0.012,,,21.02247699,4.431e-05,4.431e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-712 c,Kepler-712 c,,,,,,,0.433,0.037,0.023,,,226.89047,0.001096,0.001096,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-713 b,Kepler-713 b,,,,,,,0.221,0.026,0.045,,,7.411141,1.344e-05,1.344e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-714 b,Kepler-714 b,,,,,,,0.863,0.09,0.222,,,8.09888799,2.19e-06,2.19e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-715 b,Kepler-715 b,,,,,,,0.335,0.045,0.074,,,10.00652995,1.932e-05,1.932e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-716 b,Kepler-716 b,,,,,,,0.259,0.015,0.031,,,10.37168453,1.449e-05,1.449e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-717 b,Kepler-717 b,,,,,,,0.216,0.031,0.022,,,4.40840023,1.493e-05,1.493e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-718 b,Kepler-718 b,,,,,,,1.477,0.278,0.622,,,2.0523499,1.5e-07,1.5e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-719 b,Kepler-719 b,,,,,,,0.76,0.08,0.163,,,5.00731778,1.25e-06,1.25e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-720 b,Kepler-720 b,,,,,,,0.75,0.071,0.144,,,4.70832654,7.3e-07,7.3e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-721 b,Kepler-721 b,,,,,,,0.236,0.012,0.012,,,5.39202539,6.77e-06,6.77e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-722 b,Kepler-722 b,,,,,,,0.235,0.026,0.063,,,4.09357325,8.1e-06,8.1e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-722 c,Kepler-722 c,,,,,,,0.252,0.029,0.05,,,105.144749,0.001675,0.001675,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-723 b,Kepler-723 b,,,,,,,1.088,0.07,0.141,,,4.08227507,2.3e-07,2.3e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-724 b,Kepler-724 b,,,,,,,0.294,0.021,0.036,,,3.31494634,1.72e-06,1.72e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-725 b,Kepler-725 b,,,,,,,0.948,0.053,0.076,,,39.64317811,1.11e-05,1.11e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-726 b,Kepler-726 b,,,,,,,0.291,0.031,0.029,,,21.80451088,4.512e-05,4.512e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
