Primary planet name(from standardize_OEC_planet.csv),pl_name(from standardize_NASA_Catalogue_Data.csv),Lists(from standardize_OEC_planet.csv),Lists(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup](from standardize_OEC_planet.csv),pl_bmassj(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] errorminus(from standardize_OEC_planet.csv),pl_bmassjerr2(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] errorplus(from standardize_OEC_planet.csv),pl_bmassjerr1(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] lowerlimit(from standardize_OEC_planet.csv),pl_bmassjerr2(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] upperlimit(from standardize_OEC_planet.csv),pl_bmassjerr1(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup](from standardize_OEC_planet.csv),pl_radj(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] errorminus(from standardize_OEC_planet.csv),pl_radjerr2(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] errorplus(from standardize_OEC_planet.csv),pl_radjerr1(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] lowerlimit(from standardize_OEC_planet.csv),pl_radjerr2(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] upperlimit(from standardize_OEC_planet.csv),pl_radjerr1(from standardize_NASA_Catalogue_Data.csv),Orbital period [days](from standardize_OEC_planet.csv),pl_orbper(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] errorminus(from standardize_OEC_planet.csv),pl_orbpererr2(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] errorplus(from standardize_OEC_planet.csv),pl_orbpererr1(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] lowerlimit(from standardize_OEC_planet.csv),pl_orbpererr2(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] upperlimit(from standardize_OEC_planet.csv),pl_orbpererr1(from standardize_NASA_Catalogue_Data.csv),Eccentricity(from standardize_OEC_planet.csv),pl_orbeccen(from standardize_NASA_Catalogue_Data.csv),Eccentricity errorminus(from standardize_OEC_planet.csv),pl_orbeccenerr2(from standardize_NASA_Catalogue_Data.csv),Eccentricity errorplus(from standardize_OEC_planet.csv),pl_orbeccenerr1(from standardize_NASA_Catalogue_Data.csv),Eccentricity lowerlimit(from standardize_OEC_planet.csv),pl_orbeccenerr2(from standardize_NASA_Catalogue_Data.csv),Eccentricity upperlimit(from standardize_OEC_planet.csv),pl_orbeccenerr1(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K](from standardize_OEC_planet.csv),pl_eqt(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] errorminus(from standardize_OEC_planet.csv),pl_eqterr2(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] errorplus(from standardize_OEC_planet.csv),pl_eqterr1(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] lowerlimit(from standardize_OEC_planet.csv),pl_eqterr2(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] upperlimit(from standardize_OEC_planet.csv),pl_eqterr1(from standardize_NASA_Catalogue_Data.csv),Discovery method(from standardize_OEC_planet.csv),Discovery method(from standardize_NASA_Catalogue_Data.csv),Discovery year(from standardize_OEC_planet.csv),pl_publ_date(from standardize_NASA_Catalogue_Data.csv),Last updated [yy/mm/dd](from standardize_OEC_planet.csv),Last updated [yy/mm/dd](from standardize_NASA_Catalogue_Data.csv),source (xml)(from standardize_OEC_planet.csv),source (xml)(from standardize_NASA_Catalogue_Data.csv)
Kepler-798 b,Kepler-798 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.030,,0.093,,,,,,,,0.00005734,,0.00005734,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-798.xml,
Kepler-799 b,Kepler-799 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.051,,0.076,,,,,,,,0.00025300,,0.00025300,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-799.xml,
Kepler-800 b,Kepler-800 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.023,,0.030,,,,,,,,0.00004273,,0.00004273,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-800.xml,
Kepler-801 b,Kepler-801 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.009,,0.007,,,,,,,,0.00002439,,0.00002439,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-801.xml,
Kepler-802 b,Kepler-802 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.036,,0.042,,,,,,,,0.00010920,,0.00010920,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-802.xml,
Kepler-803 b,Kepler-803 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.034,,0.049,,,,,,,,0.00008862,,0.00008862,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-803.xml,
Kepler-804 b,Kepler-804 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.014,,0.021,,,,,,,,0.00003236,,0.00003236,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-804.xml,
Kepler-804 c,Kepler-804 c,confirmedplanets,,,,,,,,,,,,,,,,,,,0.012,,0.018,,,,,,,,0.00005013,,0.00005013,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-804.xml,
Kepler-805 b,Kepler-805 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.022,,0.012,,,,,,,,0.00012590,,0.00012590,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-805.xml,
Kepler-806 b,Kepler-806 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.021,,0.029,,,,,,,,0.00003302,,0.00003302,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-806.xml,
Kepler-807 b,Kepler-807 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.095,,0.178,,,,,,,,0.00008603,,0.00008603,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-807.xml,
Kepler-808 b,Kepler-808 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.007,,0.005,,,,,,,,0.00000035,,0.00000035,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-808.xml,
Kepler-809 b,Kepler-809 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.022,,0.060,,,,,,,,0.00018250,,0.00018250,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-809.xml,
Kepler-810 b,Kepler-810 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.017,,0.037,,,,,,,,0.00002999,,0.00002999,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-810.xml,
Kepler-811 b,Kepler-811 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.043,,0.061,,,,,,,,0.00007601,,0.00007601,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-811.xml,
Kepler-812 b,Kepler-812 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.061,,0.120,,,,,,,,0.00002533,,0.00002533,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-812.xml,
Kepler-813 b,Kepler-813 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.017,,0.037,,,,,,,,0.00007455,,0.00007455,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-813.xml,
Kepler-814 b,Kepler-814 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.027,,0.062,,,,,,,,0.00002500,,0.00002500,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-814.xml,
Kepler-815 b,Kepler-815 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.029,,0.017,,,,,,,,0.00005910,,0.00005910,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-815.xml,
Kepler-816 b,Kepler-816 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.048,,0.061,,,,,,,,0.00000382,,0.00000382,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-816.xml,
Kepler-817 b,Kepler-817 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.101,,0.184,,,,,,,,0.00000136,,0.00000136,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-817.xml,
HIP 65891 b,HIP 65891 b,confirmedplanets,,,,,,,,,0.49000,,0.49000,,,,,,,,,,,,,23.5,23.20000000,23.5,23.20000000,,23.20000000,,23.20000000,,,,,,,,0.050000,,0.050000,,,,,,,,,,,rv,,,,15/05/25,,HIP 65891.xml,
Kepler-18 b,Kepler-18 b,confirmedplanets,,0.0217,0.02200,,0.01100,,0.01100,,0.01100,,0.01100,0.179,0.178,,0.009,,0.009,,0.009,,0.009,,,,0.00002800,,0.00002800,,0.00002800,,0.00002800,,0.000000,,,,,,,,,1181.7,,,,,,,,,,transit,,,,11/10/05,,Kepler-18.xml,
Kepler-186 b,Kepler-186 b,confirmedplanets,,,,,,,,,,,,0.097509,0.095,0.010936,0.011,0.010936,0.011,,0.011,,0.011,,,,,0.0000063,0.00000620,,0.00000630,,0.00000620,,,,,,,,,,,,,,,,,,,,,transit,,,,14/04/17,,Kepler-186.xml,
Kepler-186 f,Kepler-186 f,confirmedplanets,,,,,,,,,,,,0.0990277438268,0.104,,0.007,,0.007,0.0115978438716,0.007,0.0124899857079,0.007,,129.94410000,,0.00120000,,0.00130000,,0.00120000,,0.00130000,,0.040000,,0.040000,,0.070000,,0.040000,,0.070000,,,,,,,,,,,transit,,,,14/04/17,,Kepler-186.xml,
Kepler-188 c,Kepler-188 c,confirmedplanets,,,,,,,,,,,,0.29071,0.285,0.04101,0.129,0.13214,0.129,,0.129,,0.129,,,,,,,,0.00001500,,0.00001500,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-188.xml,
Kepler-19 c,Kepler-19 c,confirmedplanets,,,6.00000,,,,,,,6.0,,,,,,,,,,,,,160.00000000,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,timing,,,,15/03/18,,Kepler-19.xml,
Kepler-191 b,Kepler-191 b,confirmedplanets,,,,,,,,,,,,0.12211,0.120,0.06015,0.059,0.06015,0.059,,0.059,,0.059,,,,,,,,0.00006600,,0.00006600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-191.xml,
Kepler-193 b,Kepler-193 b,confirmedplanets,,,,,,,,,,,,0.21780,0.213,0.00729,0.096,0.09842,0.096,,0.096,,0.096,,,,,,,,0.00005400,,0.00005400,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-193.xml,
Kepler-194 d,Kepler-194 d,confirmedplanets,,,,,,,,,,,,0.21871,0.214,0.02369,0.112,0.11482,0.112,,0.112,,0.112,,,,,,,,0.00048100,,0.00048100,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-194.xml,
Kepler-196 c,Kepler-196 c,confirmedplanets,,,,,,,,,,,,0.20413,0.200,0.01549,0.015,0.01549,0.015,,0.015,,0.015,,,,,,,,0.00022300,,0.00022300,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-196.xml,
Kepler-198 b,Kepler-198 b,confirmedplanets,,,,,,,,,,,,0.25699,0.252,0.03827,0.037,0.03827,0.037,,0.037,,0.037,,,,,,,,0.00003500,,0.00003500,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-198.xml,
Kepler-20 e,Kepler-20 e,confirmedplanets,,,0.01000,,,,,,,,,0.0791,0.077,,0.009,,0.007,,0.009,,0.007,,,,0.00006500,,0.00006500,,0.00006500,,0.00006500,,0.280000,,,,,,,,,,,,22,,22,,22,,22,transit,,2011,2012,11/12/21,,Kepler-20.xml,
Kepler-200 b,Kepler-200 b,confirmedplanets,,,,,,,,,,,,0.19411,0.190,0.03736,0.037,0.03736,0.037,,0.037,,0.037,,,,,,,,0.00003600,,0.00003600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-200.xml,
Kepler-202 b,Kepler-202 b,confirmedplanets,,,,,,,,,,,,0.14854,0.145,0.00911,0.009,0.00911,0.009,,0.009,,0.009,,,,,,,,0.00000700,,0.00000700,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-202.xml,
Kepler-204 b,Kepler-204 b,confirmedplanets,,,,,,,,,,,,0.23056,0.226,0.04921,0.048,0.04921,0.048,,0.048,,0.048,,,,,,,,0.00005600,,0.00005600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-204.xml,
Kepler-206 b,Kepler-206 b,confirmedplanets,,,,,,,,,,,,0.10936,0.107,0.02187,0.021,0.02187,0.021,,0.021,,0.021,,,,,,,,0.00005800,,0.00005800,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-206.xml,
Kepler-207 c,Kepler-207 c,confirmedplanets,,,,,,,,,,,,0.13670,0.134,0.02643,0.026,0.02643,0.026,,0.026,,0.026,,,,,,,,0.00001600,,0.00001600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-207.xml,
Kepler-208 d,Kepler-208 d,confirmedplanets,,,,,,,,,,,,0.10936,0.107,0.02096,0.021,0.02096,0.021,,0.021,,0.021,,,,,,,,0.00013100,,0.00013100,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-208.xml,
Kepler-210 c,Kepler-210 c,confirmedplanets,,,,,,,,,,,,0.436,0.323,0.0041,0.017,0.0041,0.017,,0.017,,0.017,7.9725,7.97251300,0.0014,0.00000300,0.0014,0.00000300,,0.00000300,,0.00000300,,,,,,,,,,,,,,,,,,,,,transit,,,,14/03/14,,Kepler-210.xml,
Kepler-212 c,Kepler-212 c,confirmedplanets,,,,,,,,,,,,0.24970,0.244,0.04648,0.045,0.04648,0.045,,0.045,,0.045,,,,,,,,0.00014200,,0.00014200,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-212.xml,
Kepler-242 c,Kepler-242 c,confirmedplanets,,,,,,,,,,,,0.18226,0.178,0.02096,0.110,0.11209,0.110,,0.110,,0.110,,,,,,,,0.00008300,,0.00008300,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-242.xml,
Kepler-244 c,Kepler-244 c,confirmedplanets,,,,,,,,,,,,0.18682,0.183,0.07928,0.078,0.07928,0.078,,0.078,,0.078,,,,,,,,0.00004600,,0.00004600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-244.xml,
Kepler-246 b,Kepler-246 b,confirmedplanets,,,,,,,,,,,,0.21324,0.209,0.01823,0.107,0.10936,0.107,,0.107,,0.107,,,,,,,,0.00000800,,0.00000800,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-246.xml,
Kepler-247 d,Kepler-247 d,confirmedplanets,,,,,,,,,,,,0.35905,0.352,0.00911,0.098,0.10024,0.098,,0.098,,0.098,,,,,,,,0.00002600,,0.00002600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-247.xml,
Kepler-249 c,Kepler-249 c,confirmedplanets,,,,,,,,,,,,0.13761,0.135,0.00820,0.008,0.00820,0.008,,0.008,,0.008,,,,,,,,0.00001800,,0.00001800,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-249.xml,
Kepler-25 d,Kepler-25 d,confirmedplanets,,0.282798,0.28300,0.043096,0.04300,0.043096,0.04300,,0.04300,,0.04300,,,,,,,,,,,,,,,,,,2.00000000,,2.00000000,,,,,,,,,,,,,,,,,,,,,rv,,,,14/02/24,,Kepler-25.xml,
Kepler-250 d,Kepler-250 d,confirmedplanets,,,,,,,,,,,,0.19866,0.194,0.02278,0.112,0.11391,0.112,,0.112,,0.112,,,,,,,,0.00008100,,0.00008100,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-250.xml,
Kepler-535 b,Kepler-535 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.019,,0.029,,,,,,,,0.00000454,,0.00000454,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-535.xml,
Kepler-536 b,Kepler-536 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.020,,0.034,,,,,,,,0.00000044,,0.00000044,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-536.xml,
Kepler-537 b,Kepler-537 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.004,,0.005,,,,,,,,0.00000526,,0.00000526,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-537.xml,
Kepler-538 b,Kepler-538 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.008,,0.009,,,,,,,,0.00009326,,0.00009326,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-538.xml,
Kepler-539 b,Kepler-539 b,confirmedplanets,,,0.97000,,0.29000,,0.29000,,0.29000,,0.29000,,,,,,,,0.017,,0.017,,,,,,,,0.00071000,,0.00071000,,0.390000,,,,,,,,,,388,,6,,6,,6,,6,transit,,2016,,16/05/10,,Kepler-539.xml,
Kepler-540 b,Kepler-540 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.023,,0.034,,,,,,,,0.00053560,,0.00053560,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-540.xml,
Kepler-541 b,Kepler-541 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.050,,0.052,,,,,,,,0.00001338,,0.00001338,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-541.xml,
Kepler-542 b,Kepler-542 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.010,,0.009,,,,,,,,0.00003491,,0.00003491,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-542.xml,
Kepler-543 b,Kepler-543 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.023,,0.011,,,,,,,,0.00001102,,0.00001102,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-543.xml,
Kepler-544 b,Kepler-544 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.012,,0.017,,,,,,,,0.00008095,,0.00008095,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-544.xml,
Kepler-148 d,Kepler-148 d,confirmedplanets,,,,,,,,,,,,,,,,,,,0.037,,0.046,,,,,,,,0.00002570,,0.00002570,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-148.xml,
Kepler-545 b,Kepler-545 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.019,,0.027,,,,,,,,0.00002104,,0.00002104,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-545.xml,
Kepler-546 b,Kepler-546 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.069,,0.172,,,,,,,,0.00000088,,0.00000088,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-546.xml,
Kepler-547 b,Kepler-547 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.028,,0.012,,,,,,,,0.00000157,,0.00000157,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-547.xml,
Kepler-548 b,Kepler-548 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.098,,0.195,,,,,,,,0.00000038,,0.00000038,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-548.xml,
Kepler-549 b,Kepler-549 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.015,,0.021,,,,,,,,0.00015430,,0.00015430,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-549.xml,
Kepler-549 c,Kepler-549 c,confirmedplanets,,,,,,,,,,,,,,,,,,,0.053,,0.022,,,,,,,,0.00177700,,0.00177700,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-549.xml,
Kepler-550 b,Kepler-550 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.024,,0.030,,,,,,,,0.00000425,,0.00000425,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-550.xml,
Kepler-551 b,Kepler-551 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.013,,0.022,,,,,,,,0.00001298,,0.00001298,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-551.xml,
Kepler-552 b,Kepler-552 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.051,,0.073,,,,,,,,0.00000290,,0.00000290,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-552.xml,
Kepler-553 b,Kepler-553 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.016,,0.012,,,,,,,,0.00000164,,0.00000164,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-553.xml,
Kepler-553 c,Kepler-553 c,confirmedplanets,,,,,,,,,,,,,,,,,,,0.028,,0.029,,,,,,,,0.00036460,,0.00036460,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-553.xml,
Kepler-154 d,Kepler-154 d,confirmedplanets,,,,,,,,,,,,,,,,,,,0.021,,0.029,,,,,,,,0.00002572,,0.00002572,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-154.xml,
Kepler-154 e,Kepler-154 e,confirmedplanets,,,,,,,,,,,,,,,,,,,0.011,,0.012,,,,,,,,0.00001225,,0.00001225,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-154.xml,
Kepler-154 f,Kepler-154 f,confirmedplanets,,,,,,,,,,,,,,,,,,,0.019,,0.030,,,,,,,,0.00007788,,0.00007788,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-154.xml,
Kepler-554 b,Kepler-554 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.019,,0.024,,,,,,,,0.00000041,,0.00000041,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-554.xml,
KELT-8 b,KELT-8 b,confirmedplanets,,,,,,,,,0.06100,,0.06500,,,,,,,,0.160,,0.180,,,,,,,,0.00016000,,0.00016000,,,,,,,,0.025000,,0.050000,,,,,,,,55,,61,transit,,,,15/05/25,,KELT-8.xml,
KELT-6 c,KELT-6 c,confirmedplanets,,,,,,,,,0.21000,,0.21000,,,,,,,,,,,,,,,,,,67.00000000,,81.00000000,,,,,,,,0.036000,,0.039000,,,,,,,,,,,rv,,2015,,15/08/27,,KELT-6.xml,
EPIC 201637175 b,K2-22 b,confirmedplanets|planetsinbinarysystems|s-type,,,1.40000,,,,,,,1.4,,,0.223,,0.036,,0.036,,0.036,0.22,0.036,0.381071,0.38107800,,,,,,0.00000100,,0.00000100,,,,,,,,,,,,2100,,,,,,,,,transit,,2015,,15/05/03,,EPIC 201637175.xml,
WASP-47 c,WASP-47 c,confirmedplanets,,,,,,,,,0.22000,,0.22000,,,,,,,,,,,,,,,,,,7.00000000,,7.00000000,,,,,,,,0.100000,,0.100000,,247,,5,,5,,5,,5,rv,,2015,,15/10/17,,WASP-47.xml,
Kepler-672 b,Kepler-672 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.016,,0.029,,,,,,,,0.00015550,,0.00015550,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-672.xml,
Kepler-673 b,Kepler-673 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.043,,0.047,,,,,,,,0.00000093,,0.00000093,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-673.xml,
Kepler-674 b,Kepler-674 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.006,,0.009,,,,,,,,0.00000272,,0.00000272,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-674.xml,
Kepler-675 b,Kepler-675 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.014,,0.021,,,,,,,,0.00000207,,0.00000207,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-675.xml,
Kepler-676 b,Kepler-676 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.030,,0.012,,,,,,,,0.00001399,,0.00001399,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-676.xml,
Kepler-677 b,Kepler-677 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.037,,0.104,,,,,,,,0.00000369,,0.00000369,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-677.xml,
Kepler-678 b,Kepler-678 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.031,,0.059,,,,,,,,0.00000427,,0.00000427,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-678.xml,
HD 219134 b,HD 219134 b,confirmedplanets,,,,,,,,,0.00100,,0.00100,0.1433,,0.0077,,0.0077,,,,,,,,,,,,,0.00010000,,0.00010000,,,,,,,,,,,,,,,,,,,,,rv,,2015,,15/10/20,,HD 219134.xml,
HD 219134 c,HD 219134 c,confirmedplanets,,,,,,,,,0.00200,,0.00200,,,,,,,,,,,,,,,,,,0.00060000,,0.00060000,,,,,,,,,,,,,,,,,,,,,rv,,2015,,15/10/20,,HD 219134.xml,
HD 219134 d,HD 219134 d,confirmedplanets,,0.028,0.06700,0.003,0.00400,0.003,0.00400,,0.00400,,0.00400,,,,,,,,,,,22.805,46.71000000,0.005,0.01000000,0.005,0.01000000,,0.01000000,,0.01000000,,,,,,,,,,,,,,,,,,,,,rv,,2015,,15/10/20,,HD 219134.xml,
Kepler-679 b,Kepler-679 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.035,,0.029,,,,,,,,0.00003829,,0.00003829,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-679.xml,
Kepler-89 d,KOI-94 d,confirmedplanets,,0.33,0.33400,0.04,0.03500,0.04,0.03500,,0.03500,,0.03500,1.00,1.005,0.10,0.095,0.10,0.095,,0.095,,0.095,,,,,,,,0.00000670,,0.00000670,,,,,,,,0.038000,,0.038000,,,,,,,,,,,transit,,2012,2013,15/12/03,,Kepler-89.xml,
GJ 1132 b,GJ 1132 b,confirmedplanets,,0.005096,0.00510,,,,,,0.00173,,0.00173,0.105711,0.103,0.010024,0.010,0.010024,0.010,,0.010,,0.010,,,,,,,,0.00003100,,0.00003100,,0.000000,,,,,,,,,,409,,11,,11,,11,,11,transit,,,,15/11/12,,GJ 1132.xml,
EPIC 201546283 b,K2-27 b,confirmedplanets,,,,,,,,,0.02328,,0.02360,,,0.0294,0.029,0.0294,0.029,,0.029,,0.029,,,,,,,,0.00013000,,0.00013000,,,,,,,,0.090000,,0.100000,,,,,,,,,,,transit,,2015,,16/03/07,,EPIC 201546283.xml,
Pr0211 c,Pr0211 c,confirmedplanets|planetsinopenclusters,,7.95,7.79000,0.25,0.33000,0.25,0.33000,,0.33000,,0.33000,,,,,,,,,,,5300,4850.00000000,1800,1750.00000000,4450,4560.00000000,,1750.00000000,,4560.00000000,0.70,0.710000,0.10,0.110000,0.10,0.110000,,0.110000,,0.110000,,,,,,,,,,,rv,,2016,,16/03/03,,Pr0211.xml,
EPIC 203771098 b,K2-24 b,confirmedplanets,,0.066,,0.017,,0.017,,,,,,,,,,,,,0.054,,0.054,,,,,,,,0.00036000,,0.00036000,,,,,,,,,,,,709,,36,,36,,36,,36,transit,,2015,,15/12/06,,EPIC 203771098.xml,
